stock_code,description,abc_class,period_type,period,model,forecast,safety_stock,target_inventory,actual,n_months,months_included,complete,source,run_id
20712,JUMBO BAG WOODLAND ANIMALS,A,month,2011-06,M2_gbm_poisson,989.445061,1054.807253,2045,872.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20713,JUMBO BAG OWLS,A,month,2011-06,M2_gbm_poisson,459.434992,1024.277408,1484,888.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20716,PARTY FOOD SHOPPER BAG,B,month,2011-06,M2_gbm_poisson,84.139194,35.224965,120,20.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20717,STRAWBERRY SHOPPER BAG,A,month,2011-06,M2_gbm_poisson,288.223705,232.654121,521,266.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20718,RED RETROSPOT SHOPPER BAG,A,month,2011-06,M2_gbm_poisson,403.003175,250.857572,654,606.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20719,WOODLAND CHARLOTTE BAG,A,month,2011-06,M2_gbm_poisson,1100.437650,1047.872641,2149,1466.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20723,STRAWBERRY CHARLOTTE BAG,A,month,2011-06,M2_gbm_poisson,743.239504,383.063021,1127,944.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20724,RED RETROSPOT CHARLOTTE BAG,A,month,2011-06,M2_gbm_poisson,1388.303015,830.744752,2220,1772.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20725,LUNCH BAG RED RETROSPOT,A,month,2011-06,M2_gbm_poisson,1896.175317,1077.037560,2974,1635.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20726,LUNCH BAG WOODLAND,A,month,2011-06,M2_gbm_poisson,1071.250916,842.139543,1914,887.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20727,LUNCH BAG  BLACK SKULL.,A,month,2011-06,M2_gbm_poisson,963.133384,1060.786531,2024,1112.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20728,LUNCH BAG CARS BLUE,A,month,2011-06,M2_gbm_poisson,1019.462643,1110.808176,2131,1210.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20731,POSY CANDY BAG,B,month,2011-06,M2_gbm_poisson,50.239029,58.407676,109,13.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20733,GOLD MINI TAPE MEASURE,B,month,2011-06,M2_gbm_poisson,45.334026,119.624420,165,40.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20734,SILVER MINI TAPE MEASURE,B,month,2011-06,M2_gbm_poisson,11.204739,87.255024,99,0.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20735,BLACK MINI TAPE MEASURE,B,month,2011-06,M2_gbm_poisson,122.524249,146.610050,270,25.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20748,KENSINGTON COFFEE SET,A,month,2011-06,M2_gbm_poisson,4.843682,11.570402,17,7.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20749,ASSORTED COLOUR MINI CASES,A,month,2011-06,M2_gbm_poisson,111.193853,75.629044,187,46.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20750,RED RETROSPOT MINI CASES,A,month,2011-06,M2_gbm_poisson,178.763569,98.874949,278,91.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20751,FUNKY WASHING UP GLOVES ASSORTED,A,month,2011-06,M2_gbm_poisson,84.581571,84.949081,170,146.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20752,BLUE POLKADOT WASHING UP GLOVES,B,month,2011-06,M2_gbm_poisson,40.790337,65.003178,106,52.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20754,RETROSPOT RED WASHING UP GLOVES,A,month,2011-06,M2_gbm_poisson,106.510083,154.866106,262,229.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20755,BLUE PAISLEY POCKET BOOK,B,month,2011-06,M2_gbm_poisson,34.326060,93.668907,128,21.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20756,GREEN FERN POCKET BOOK,C,month,2011-06,M2_gbm_poisson,5.653739,13.103630,19,5.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20757,RED DAISY POCKET BOOK,C,month,2011-06,M2_gbm_poisson,32.010006,30.544465,63,5.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20758,ABSTRACT CIRCLES POCKET BOOK,C,month,2011-06,M2_gbm_poisson,32.041732,25.207756,58,14.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20759,CHRYSANTHEMUM POCKET BOOK,C,month,2011-06,M2_gbm_poisson,11.117781,21.342435,33,5.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20760,GARDEN PATH POCKET BOOK,B,month,2011-06,M2_gbm_poisson,9.533202,85.818760,96,8.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20761,BLUE PAISLEY SKETCHBOOK,B,month,2011-06,M2_gbm_poisson,16.204894,13.669045,30,8.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20762,GREEN FERN SKETCHBOOK,B,month,2011-06,M2_gbm_poisson,11.955038,21.338999,34,18.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20763,DAISY SKETCHBOOK,C,month,2011-06,M2_gbm_poisson,8.521790,31.029119,40,1.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20764,ABSTRACT CIRCLES SKETCHBOOK,B,month,2011-06,M2_gbm_poisson,10.568010,28.940333,40,13.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20765,CHRYSANTHEMUM SKETCHBOOK,B,month,2011-06,M2_gbm_poisson,11.164085,19.761884,31,8.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20766,GARDEN PATH SKETCHBOOK,B,month,2011-06,M2_gbm_poisson,21.343837,35.737701,58,8.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20767,BLUE PAISLEY JOURNAL,B,month,2011-06,M2_gbm_poisson,20.201936,27.611358,48,13.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20768,GREEN FERN JOURNAL,B,month,2011-06,M2_gbm_poisson,16.316064,30.388947,47,17.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20769,DAISY JOURNAL,C,month,2011-06,M2_gbm_poisson,3.182427,14.501344,18,12.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20770,ABSTRACT CIRCLE JOURNAL,B,month,2011-06,M2_gbm_poisson,21.781383,26.464773,49,17.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20771,CHRYSANTHEMUM  JOURNAL,B,month,2011-06,M2_gbm_poisson,14.127687,26.325208,41,10.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20772,GARDEN PATH JOURNAL,B,month,2011-06,M2_gbm_poisson,17.289045,25.547446,43,8.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20773,BLUE PAISLEY NOTEBOOK,B,month,2011-06,M2_gbm_poisson,12.330915,10.561888,23,3.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20774,GREEN FERN NOTEBOOK,C,month,2011-06,M2_gbm_poisson,9.097302,14.053144,24,3.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20775,DAISY NOTEBOOK,C,month,2011-06,M2_gbm_poisson,9.965861,19.883927,30,3.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20777,CHRYSANTHEMUM NOTEBOOK,B,month,2011-06,M2_gbm_poisson,13.193070,15.730640,29,0.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20778,GARDEN PATH NOTEBOOK,B,month,2011-06,M2_gbm_poisson,4.016336,21.436295,26,0.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20780,BLACK EAR MUFF HEADPHONES,B,month,2011-06,M2_gbm_poisson,3.320978,9.114805,13,1.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20781,GOLD EAR MUFF HEADPHONES,C,month,2011-06,M2_gbm_poisson,4.806278,7.309011,13,1.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20782,CAMOUFLAGE EAR MUFF HEADPHONES,C,month,2011-06,M2_gbm_poisson,4.611651,9.460233,15,2.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20785,FUSCHIA RETRO BAR STOOL,A,month,2011-06,M2_gbm_poisson,5.058197,6.015157,12,0.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20793,BLUE TILED TRAY,C,month,2011-06,M2_gbm_poisson,2.460423,6.416664,9,0.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20794,BLUE  TILE HOOK,C,month,2011-06,M2_gbm_poisson,17.982781,10.413190,29,8.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20795,LARGE BLUE PROVENCAL CERAMIC BALL,C,month,2011-06,M2_gbm_poisson,11.379231,11.595080,23,0.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20796,SMALL BLUE PROVENCAL CERAMIC BALL,C,month,2011-06,M2_gbm_poisson,11.448699,9.386841,21,0.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20798,CLEAR MILKSHAKE GLASS,B,month,2011-06,M2_gbm_poisson,1.999601,30.385266,33,0.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20801,LARGE PINK GLASS SUNDAE DISH,B,month,2011-06,M2_gbm_poisson,219.780964,70.317835,291,0.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20802,SMALL GLASS SUNDAE DISH CLEAR,B,month,2011-06,M2_gbm_poisson,58.865041,34.746639,94,24.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20803,SMALL PINK GLASS SUNDAE DISH,C,month,2011-06,M2_gbm_poisson,46.281288,144.439604,191,0.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20816,GOLD FLOWER CUSHION COVER,C,month,2011-06,M2_gbm_poisson,5.508988,6.400803,12,0.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20818,GOLD TEDDY BEAR,C,month,2011-06,M2_gbm_poisson,7.688401,5.607033,14,0.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20819,SILVER TEDDY BEAR,C,month,2011-06,M2_gbm_poisson,3.679174,14.330114,19,4.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20820,SILVER LOOKING MIRROR,C,month,2011-06,M2_gbm_poisson,2.468725,2.201283,5,0.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20821,GOLDIE LOOKING MIRROR,C,month,2011-06,M2_gbm_poisson,6.329817,5.242096,12,0.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20823,GOLD WINE GOBLET,C,month,2011-06,M2_gbm_poisson,59.094313,12.707292,72,8.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20826,SILVER APERITIF GLASS,C,month,2011-06,M2_gbm_poisson,69.334364,21.843879,92,0.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20827,GOLD APERITIF GLASS,C,month,2011-06,M2_gbm_poisson,18.731782,28.161570,47,0.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20828,GLITTER BUTTERFLY CLIPS,A,month,2011-06,M2_gbm_poisson,86.276930,190.456008,277,57.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20829,GLITTER HANGING BUTTERFLY STRING,A,month,2011-06,M2_gbm_poisson,76.422944,179.781347,257,47.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20830,SILVER PHOTO FRAME,B,month,2011-06,M2_gbm_poisson,31.841028,39.882498,72,14.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20831,GOLD PHOTO FRAME,C,month,2011-06,M2_gbm_poisson,19.967506,19.218846,40,6.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20832,RED FLOCK LOVE HEART PHOTO FRAME,C,month,2011-06,M2_gbm_poisson,18.681795,43.015316,62,1.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20835,FRENCH LATTICE CUSHION COVER,C,month,2011-06,M2_gbm_poisson,18.771868,2.582248,22,24.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20836,FRENCH PAISLEY CUSHION COVER,C,month,2011-06,M2_gbm_poisson,62.782144,6.725741,70,32.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20837,FRENCH FLORAL CUSHION COVER,C,month,2011-06,M2_gbm_poisson,47.346872,6.020622,54,12.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20838,FRENCH LATTICE CUSHION COVER,C,month,2011-06,M2_gbm_poisson,57.545580,8.130191,66,72.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20839,FRENCH PAISLEY CUSHION COVER,C,month,2011-06,M2_gbm_poisson,63.958751,16.751044,81,82.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20840,FRENCH FLORAL CUSHION COVER,B,month,2011-06,M2_gbm_poisson,66.725955,19.352780,87,226.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20845,ZINC HEART LATTICE 2 WALL PLANTER,C,month,2011-06,M2_gbm_poisson,4.896302,3.076459,8,0.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20846,ZINC HEART LATTICE T-LIGHT HOLDER,B,month,2011-06,M2_gbm_poisson,77.164412,61.051984,139,14.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20847,ZINC HEART LATTICE CHARGER LARGE,C,month,2011-06,M2_gbm_poisson,7.862882,11.691728,20,16.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20848,ZINC HEART LATTICE CHARGER SMALL,C,month,2011-06,M2_gbm_poisson,6.146289,7.211845,14,0.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20851,ZINC HEART LATTICE TRAY OVAL,C,month,2011-06,M2_gbm_poisson,3.057117,9.226598,13,0.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20854,BLUE PATCH PURSE PINK HEART,C,month,2011-06,M2_gbm_poisson,4.121678,31.935892,37,0.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20856,DENIM PATCH PURSE PINK BUTTERFLY,C,month,2011-06,M2_gbm_poisson,43.061661,34.448267,78,14.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20857,BLUE ROSE PATCH PURSE PINK BUTTERFL,C,month,2011-06,M2_gbm_poisson,4.285614,25.568498,30,0.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20860,GOLD COSMETICS BAG WITH BUTTERFLY,C,month,2011-06,M2_gbm_poisson,2.044470,8.808730,11,0.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20861,GOLD COSMETIC BAG PINK STAR,C,month,2011-06,M2_gbm_poisson,1.784676,12.702920,15,0.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20866,BLUE ROSE FABRIC MIRROR,B,month,2011-06,M2_gbm_poisson,16.409942,41.992968,59,13.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20867,PINK ROSE FABRIC MIRROR,B,month,2011-06,M2_gbm_poisson,23.733809,55.357722,80,24.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20868,SILVER FABRIC MIRROR,C,month,2011-06,M2_gbm_poisson,6.580818,29.550202,37,6.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20869,GOLD FABRIC MIRROR,C,month,2011-06,M2_gbm_poisson,3.979032,22.584713,27,6.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20871,OPULENT VELVET SET/3 CANDLES,B,month,2011-06,M2_gbm_poisson,1.686628,97.612580,100,0.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20878,SET/9 CHRISTMAS T-LIGHTS SCENTED,B,month,2011-06,M2_gbm_poisson,1.719669,57.038538,59,0.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20886,BOX OF 9 PEBBLE CANDLES,A,month,2011-06,M2_gbm_poisson,96.899676,68.400797,166,26.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20892,SET/3 TALL GLASS CANDLE HOLDER PINK,B,month,2011-06,M2_gbm_poisson,1.664109,6.368817,9,0.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20893,HANGING BAUBLE T-LIGHT HOLDER SMALL,B,month,2011-06,M2_gbm_poisson,3.784902,59.405220,64,5.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20894,HANGING BAUBLE T-LIGHT HOLDER LARGE,C,month,2011-06,M2_gbm_poisson,3.663361,16.854313,21,0.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20897,VINTAGE NOTEBOOK PARIS DAYS,C,month,2011-06,M2_gbm_poisson,6.357741,15.627251,22,13.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20898,VINTAGE NOTEBOOK TRAVELOGUE,C,month,2011-06,M2_gbm_poisson,1.952740,15.075975,18,18.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20902,VINTAGE KEEPSAKE BOX PARIS DAYS,B,month,2011-06,M2_gbm_poisson,5.281706,16.439793,22,20.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20903,VINTAGE KEEPSAKE BOX TRAVELOGUE,C,month,2011-06,M2_gbm_poisson,7.344186,11.463027,19,19.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20906,VINTAGE NOTEBOOK BEAUTY GIRL,C,month,2011-06,M2_gbm_poisson,3.422329,10.448704,14,0.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20910,VINTAGE PHOTO ALBUM PARIS DAYS,C,month,2011-06,M2_gbm_poisson,1.658289,5.428153,8,0.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20914,SET/5 RED RETROSPOT LID GLASS BOWLS,A,month,2011-06,M2_gbm_poisson,508.064713,361.511612,870,430.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20931,BLUE POT PLANT CANDLE,B,month,2011-06,M2_gbm_poisson,19.332118,37.179911,57,24.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20932,PINK POT PLANT CANDLE,C,month,2011-06,M2_gbm_poisson,12.093783,23.255895,36,13.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20933,YELLOW POT PLANT CANDLE,B,month,2011-06,M2_gbm_poisson,7.708361,17.405887,26,0.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20934,SET/3 POT PLANT CANDLES,B,month,2011-06,M2_gbm_poisson,7.532641,2.436401,10,2.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20936,FORKED CACTUS CANDLE,C,month,2011-06,M2_gbm_poisson,18.315683,13.827421,33,0.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20941,FROG CANDLE,C,month,2011-06,M2_gbm_poisson,81.170072,25.461204,107,1.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20954,*USB Office Mirror Ball,C,month,2011-06,M2_gbm_poisson,1.664109,1.375230,4,0.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20956,PORCELAIN T-LIGHT HOLDERS ASSORTED,B,month,2011-06,M2_gbm_poisson,17.787301,85.855024,104,23.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20960,WATERMELON BATH SPONGE,B,month,2011-06,M2_gbm_poisson,4.211727,39.244905,44,0.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20961,STRAWBERRY BATH SPONGE,A,month,2011-06,M2_gbm_poisson,81.470149,246.743426,329,35.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20963,APPLE BATH SPONGE,A,month,2011-06,M2_gbm_poisson,89.541003,183.492300,274,77.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20964,POLYESTER FILLER PAD 60x40cm,C,month,2011-06,M2_gbm_poisson,4.089642,6.018626,11,0.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20966,SANDWICH BATH SPONGE,A,month,2011-06,M2_gbm_poisson,10.717726,279.710995,291,4.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20967,GREY FLORAL FELTCRAFT SHOULDER BAG,A,month,2011-06,M2_gbm_poisson,39.746027,70.738715,111,0.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20969,RED FLORAL FELTCRAFT SHOULDER BAG,A,month,2011-06,M2_gbm_poisson,52.802637,57.179449,110,47.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20970,PINK FLORAL FELTCRAFT SHOULDER BAG,A,month,2011-06,M2_gbm_poisson,58.609836,38.213216,97,41.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20971,PINK BLUE FELT CRAFT TRINKET BOX,A,month,2011-06,M2_gbm_poisson,297.115626,445.726234,743,196.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20972,PINK CREAM FELT CRAFT TRINKET BOX,A,month,2011-06,M2_gbm_poisson,430.976824,674.491770,1106,458.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20973,12 PENCIL SMALL TUBE WOODLAND,A,month,2011-06,M2_gbm_poisson,204.304157,372.893881,578,126.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20974,12 PENCILS SMALL TUBE SKULL,A,month,2011-06,M2_gbm_poisson,582.256711,532.384977,1115,810.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20975,12 PENCILS SMALL TUBE RED RETROSPOT,A,month,2011-06,M2_gbm_poisson,713.230802,809.492726,1523,2.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20977,36 PENCILS TUBE WOODLAND,A,month,2011-06,M2_gbm_poisson,94.343071,198.515718,293,189.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20978,36 PENCILS TUBE SKULLS,A,month,2011-06,M2_gbm_poisson,108.348048,107.078881,216,93.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20979,36 PENCILS TUBE RED RETROSPOT,A,month,2011-06,M2_gbm_poisson,253.918078,150.563688,405,589.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20980,36 PENCILS TUBE POSY,C,month,2011-06,M2_gbm_poisson,11.227162,33.929519,46,52.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20981,12 PENCILS TALL TUBE WOODLAND,B,month,2011-06,M2_gbm_poisson,179.340320,208.847345,389,51.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20982,12 PENCILS TALL TUBE SKULLS,B,month,2011-06,M2_gbm_poisson,97.414388,110.600758,209,50.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20983,12 PENCILS TALL TUBE RED RETROSPOT,A,month,2011-06,M2_gbm_poisson,168.169389,128.712230,297,114.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20984,12 PENCILS TALL TUBE POSY,C,month,2011-06,M2_gbm_poisson,43.499610,35.752910,80,1120.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20985,HEART CALCULATOR,B,month,2011-06,M2_gbm_poisson,22.318235,185.797875,209,21.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20986,BLUE CALCULATOR RULER,C,month,2011-06,M2_gbm_poisson,13.988910,37.457976,52,27.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20992,JAZZ HEARTS PURSE NOTEBOOK,B,month,2011-06,M2_gbm_poisson,123.266147,111.264610,235,674.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20996,JAZZ HEARTS ADDRESS BOOK,B,month,2011-06,M2_gbm_poisson,62.265390,76.371893,139,594.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
20997,ROSE DU SUD CUSHION COVER,C,month,2011-06,M2_gbm_poisson,4.053879,11.803824,16,3.000000,1,2011-06,True,holdout_simulation,20260824T181001Z-27103c
