stock_code,description,forecast_origin,target_month,model,prediction,lag_1,rolling_mean_3,abc_class,is_active,status
20901,VINTAGE KEEPSAKE BOX PINK FLOWER,2011-11,2011-12,M2_gbm_poisson,4.247789,1,0.333333,C,True,Forecast
20902,VINTAGE KEEPSAKE BOX PARIS DAYS,2011-11,2011-12,M2_gbm_poisson,2.639120,0,0.000000,B,True,Forecast
20903,VINTAGE KEEPSAKE BOX TRAVELOGUE,2011-11,2011-12,M2_gbm_poisson,3.933547,0,0.666667,C,True,Forecast
20914,SET/5 RED RETROSPOT LID GLASS BOWLS,2011-11,2011-12,M2_gbm_poisson,395.376997,762,557.000000,A,True,Forecast
20931,BLUE POT PLANT CANDLE,2011-11,2011-12,M2_gbm_poisson,65.578772,110,43.333333,B,True,Forecast
20932,PINK POT PLANT CANDLE,2011-11,2011-12,M2_gbm_poisson,47.941924,77,38.666667,C,True,Forecast
20933,YELLOW POT PLANT CANDLE,2011-11,2011-12,M2_gbm_poisson,4.987103,1,1.666667,B,True,Forecast
20934,SET/3 POT PLANT CANDLES,2011-11,2011-12,M2_gbm_poisson,10.128593,2,7.666667,B,True,Forecast
20935,ROUND CACTUS CANDLE,2011-11,2011-12,M2_gbm_poisson,7.796329,5,2.000000,C,True,Forecast
20936,FORKED CACTUS CANDLE,2011-11,2011-12,M2_gbm_poisson,43.777888,22,18.000000,C,True,Forecast
20941,FROG CANDLE,2011-11,2011-12,M2_gbm_poisson,1.984807,0,0.000000,C,True,Forecast
20956,PORCELAIN T-LIGHT HOLDERS ASSORTED,2011-11,2011-12,M2_gbm_poisson,97.220879,237,181.333333,B,True,Forecast
20961,STRAWBERRY BATH SPONGE,2011-11,2011-12,M2_gbm_poisson,106.007189,252,137.333333,A,True,Forecast
20963,APPLE BATH SPONGE,2011-11,2011-12,M2_gbm_poisson,133.867749,275,151.000000,A,True,Forecast
20966,SANDWICH BATH SPONGE,2011-11,2011-12,M2_gbm_poisson,2.851032,0,0.000000,A,True,Forecast
20967,GREY FLORAL FELTCRAFT SHOULDER BAG,2011-11,2011-12,M2_gbm_poisson,3.502024,0,0.333333,A,True,Forecast
20969,RED FLORAL FELTCRAFT SHOULDER BAG,2011-11,2011-12,M2_gbm_poisson,173.891037,212,350.666667,A,True,Forecast
20970,PINK FLORAL FELTCRAFT SHOULDER BAG,2011-11,2011-12,M2_gbm_poisson,117.115486,236,198.333333,A,True,Forecast
20971,PINK BLUE FELT CRAFT TRINKET BOX,2011-11,2011-12,M2_gbm_poisson,939.293274,1389,2289.666667,A,True,Forecast
20972,PINK CREAM FELT CRAFT TRINKET BOX,2011-11,2011-12,M2_gbm_poisson,456.773416,1004,846.333333,A,True,Forecast
20973,12 PENCIL SMALL TUBE WOODLAND,2011-11,2011-12,M2_gbm_poisson,921.026370,1649,761.333333,A,True,Forecast
20974,12 PENCILS SMALL TUBE SKULL,2011-11,2011-12,M2_gbm_poisson,258.173985,610,620.000000,A,True,Forecast
20975,12 PENCILS SMALL TUBE RED RETROSPOT,2011-11,2011-12,M2_gbm_poisson,618.759112,895,891.000000,A,True,Forecast
20977,36 PENCILS TUBE WOODLAND,2011-11,2011-12,M2_gbm_poisson,71.235442,62,122.333333,A,True,Forecast
20978,36 PENCILS TUBE SKULLS,2011-11,2011-12,M2_gbm_poisson,151.902647,309,266.000000,A,True,Forecast
20979,36 PENCILS TUBE RED RETROSPOT,2011-11,2011-12,M2_gbm_poisson,278.364865,485,468.333333,A,True,Forecast
20980,36 PENCILS TUBE POSY,2011-11,2011-12,M2_gbm_poisson,3.135932,0,0.000000,C,True,Forecast
20981,12 PENCILS TALL TUBE WOODLAND,2011-11,2011-12,M2_gbm_poisson,164.501703,393,269.333333,B,True,Forecast
20982,12 PENCILS TALL TUBE SKULLS,2011-11,2011-12,M2_gbm_poisson,278.583031,671,395.000000,B,True,Forecast
20983,12 PENCILS TALL TUBE RED RETROSPOT,2011-11,2011-12,M2_gbm_poisson,244.901042,586,398.666667,A,True,Forecast
20984,12 PENCILS TALL TUBE POSY,2011-11,2011-12,M2_gbm_poisson,219.981046,0,413.333333,C,True,Forecast
20985,HEART CALCULATOR,2011-11,2011-12,M2_gbm_poisson,68.080274,76,86.333333,B,True,Forecast
20986,BLUE CALCULATOR RULER,2011-11,2011-12,M2_gbm_poisson,90.674507,169,135.333333,C,True,Forecast
20992,JAZZ HEARTS PURSE NOTEBOOK,2011-11,2011-12,M2_gbm_poisson,495.122416,1160,718.666667,B,True,Forecast
20996,JAZZ HEARTS ADDRESS BOOK,2011-11,2011-12,M2_gbm_poisson,260.214534,449,459.333333,B,True,Forecast
20997,ROSE DU SUD CUSHION COVER,2011-11,2011-12,M2_gbm_poisson,13.936053,7,4.666667,C,True,Forecast
20998,ROSE DU SUD OVEN GLOVE,2011-11,2011-12,M2_gbm_poisson,10.788464,0,3.333333,C,True,Forecast
21000,ROSE DU SUD COSMETICS BAG,2011-11,2011-12,M2_gbm_poisson,21.850568,15,8.000000,B,True,Forecast
21001,ROSE DU SUD WASHBAG,2011-11,2011-12,M2_gbm_poisson,20.964991,15,7.666667,C,True,Forecast
21002,ROSE DU SUD DRAWSTRING BAG,2011-11,2011-12,M2_gbm_poisson,4.010787,0,1.333333,B,True,Forecast
21003,ROSE DU SUD CUSHION COVER,2011-11,2011-12,M2_gbm_poisson,18.867535,12,9.333333,C,True,Forecast
21012,ANTIQUE ALL GLASS CANDLESTICK,2011-11,2011-12,M2_gbm_poisson,84.670168,158,104.333333,B,True,Forecast
21014,SWISS CHALET TREE DECORATION,2011-11,2011-12,M2_gbm_poisson,146.306912,307,398.000000,C,True,Forecast
21015,DARK BIRD HOUSE TREE DECORATION,2011-11,2011-12,M2_gbm_poisson,261.424086,624,423.000000,C,True,Forecast
21025,SPACE FROG,2011-11,2011-12,M2_gbm_poisson,23.490243,18,7.333333,C,True,Forecast
21026,SPACE OWL,2011-11,2011-12,M2_gbm_poisson,52.325247,56,25.333333,C,True,Forecast
21027,NINJA RABBIT PINK,2011-11,2011-12,M2_gbm_poisson,13.918125,8,7.333333,C,True,Forecast
21028,NINJA RABBIT BLACK,2011-11,2011-12,M2_gbm_poisson,29.147026,18,11.666667,C,True,Forecast
21030,SPACE CADET RED,2011-11,2011-12,M2_gbm_poisson,20.057399,17,7.333333,C,True,Forecast
21031,SPACE CADET BLACK,2011-11,2011-12,M2_gbm_poisson,14.319433,10,4.666667,C,True,Forecast
21032,SPACE CADET WHITE,2011-11,2011-12,M2_gbm_poisson,20.908093,18,7.333333,C,True,Forecast
21033,JUMBO BAG CHARLIE AND LOLA TOYS,2011-11,2011-12,M2_gbm_poisson,4.104237,0,0.333333,A,True,Forecast
21034,REX CASH+CARRY JUMBO SHOPPER,2011-11,2011-12,M2_gbm_poisson,196.480423,349,244.000000,B,True,Forecast
21035,SET/2 RED RETROSPOT TEA TOWELS,2011-11,2011-12,M2_gbm_poisson,156.481083,325,197.333333,A,True,Forecast
21039,RED SPOTTY SHOPPING BAG,2011-11,2011-12,M2_gbm_poisson,48.512622,39,38.333333,B,True,Forecast
21041,RED RETROSPOT OVEN GLOVE DOUBLE,2011-11,2011-12,M2_gbm_poisson,28.620474,14,25.333333,A,True,Forecast
21042,RED SPOTTY APRON,2011-11,2011-12,M2_gbm_poisson,28.467296,21,13.000000,A,True,Forecast
21043,APRON MODERN VINTAGE COTTON,2011-11,2011-12,M2_gbm_poisson,2.844216,0,0.000000,B,True,Forecast
21051,RIBBONS PURSE,2011-11,2011-12,M2_gbm_poisson,21.008593,21,7.000000,B,True,Forecast
21054,NURSE'S BAG SOFT TOY,2011-11,2011-12,M2_gbm_poisson,4.218493,3,1.000000,A,True,Forecast
21055,TOOL BOX SOFT TOY,2011-11,2011-12,M2_gbm_poisson,44.068428,42,20.333333,B,True,Forecast
21056,DOCTOR'S BAG SOFT TOY,2011-11,2011-12,M2_gbm_poisson,29.492836,28,10.000000,A,True,Forecast
21058,PARTY INVITES WOODLAND,2011-11,2011-12,M2_gbm_poisson,56.399232,35,78.333333,B,True,Forecast
21059,PARTY INVITES DINOSAURS,2011-11,2011-12,M2_gbm_poisson,52.867033,43,51.666667,B,True,Forecast
21060,PARTY INVITES BALLOON GIRL,2011-11,2011-12,M2_gbm_poisson,41.950721,34,32.000000,C,True,Forecast
21061,PARTY INVITES FOOTBALL,2011-11,2011-12,M2_gbm_poisson,44.856130,47,41.333333,C,True,Forecast
21062,PARTY INVITES SPACEMAN,2011-11,2011-12,M2_gbm_poisson,45.658814,43,41.666667,C,True,Forecast
21063,PARTY INVITES JAZZ HEARTS,2011-11,2011-12,M2_gbm_poisson,47.445164,33,29.666667,B,True,Forecast
21064,BOOM BOX SPEAKER BOYS,2011-11,2011-12,M2_gbm_poisson,57.952165,67,47.666667,A,True,Forecast
21065,BOOM BOX SPEAKER GIRLS,2011-11,2011-12,M2_gbm_poisson,46.611202,43,20.333333,B,True,Forecast
21066,VINTAGE RED MUG,2011-11,2011-12,M2_gbm_poisson,146.698649,487,182.000000,B,True,Forecast
21067,VINTAGE RED TEATIME MUG,2011-11,2011-12,M2_gbm_poisson,7.346024,0,2.333333,A,True,Forecast
21068,VINTAGE BILLBOARD LOVE/HATE MUG,2011-11,2011-12,M2_gbm_poisson,241.319462,650,264.000000,A,True,Forecast
21069,VINTAGE BILLBOARD TEA MUG,2011-11,2011-12,M2_gbm_poisson,13.724980,0,0.000000,A,True,Forecast
21070,VINTAGE BILLBOARD MUG,2011-11,2011-12,M2_gbm_poisson,197.702566,553,282.666667,B,True,Forecast
21071,VINTAGE BILLBOARD DRINK ME MUG,2011-11,2011-12,M2_gbm_poisson,18.221571,0,83.666667,A,True,Forecast
21078,SET/20 STRAWBERRY PAPER NAPKINS,2011-11,2011-12,M2_gbm_poisson,19.177703,0,51.000000,A,True,Forecast
21080,SET/20 RED RETROSPOT PAPER NAPKINS,2011-11,2011-12,M2_gbm_poisson,454.843082,882,897.333333,A,True,Forecast
21082,SET/20 FRUIT SALAD PAPER NAPKINS,2011-11,2011-12,M2_gbm_poisson,2.006944,0,0.000000,B,True,Forecast
21084,SET/6 COLLAGE PAPER CUPS,2011-11,2011-12,M2_gbm_poisson,96.688727,92,148.000000,C,True,Forecast
21086,SET/6 RED SPOTTY PAPER CUPS,2011-11,2011-12,M2_gbm_poisson,248.550985,541,546.333333,A,True,Forecast
21088,SET/6 FRUIT SALAD PAPER CUPS,2011-11,2011-12,M2_gbm_poisson,44.550857,58,65.666667,B,True,Forecast
21089,SET/6 GREEN SPRING PAPER CUPS,2011-11,2011-12,M2_gbm_poisson,3.154028,0,0.000000,C,True,Forecast
21090,SET/6 COLLAGE PAPER PLATES,2011-11,2011-12,M2_gbm_poisson,87.926106,86,115.666667,B,True,Forecast
21094,SET/6 RED SPOTTY PAPER PLATES,2011-11,2011-12,M2_gbm_poisson,305.977462,346,574.333333,A,True,Forecast
21095,SET/6 POSIES PAPER PLATES,2011-11,2011-12,M2_gbm_poisson,1.984807,0,0.000000,C,True,Forecast
21096,SET/6 FRUIT SALAD  PAPER PLATES,2011-11,2011-12,M2_gbm_poisson,34.611783,26,25.666667,B,True,Forecast
21098,CHRISTMAS TOILET ROLL,2011-11,2011-12,M2_gbm_poisson,296.348524,333,867.666667,A,True,Forecast
21106,CREAM SLICE FLANNEL CHOCOLATE SPOT,2011-11,2011-12,M2_gbm_poisson,51.699557,89,42.000000,B,True,Forecast
21107,CREAM SLICE FLANNEL PINK SPOT,2011-11,2011-12,M2_gbm_poisson,76.258665,163,89.000000,A,True,Forecast
21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,2011-11,2011-12,M2_gbm_poisson,839.584753,2354,1048.000000,A,True,Forecast
21109,"LARGE CAKE TOWEL, CHOCOLATE SPOTS",2011-11,2011-12,M2_gbm_poisson,45.782438,63,28.333333,A,True,Forecast
21110,LARGE CAKE TOWEL PINK SPOTS,2011-11,2011-12,M2_gbm_poisson,49.354322,55,49.333333,A,True,Forecast
21111,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",2011-11,2011-12,M2_gbm_poisson,52.659373,66,41.333333,B,True,Forecast
21112,"SWISS ROLL TOWEL, PINK  SPOTS",2011-11,2011-12,M2_gbm_poisson,60.908410,66,133.333333,A,True,Forecast
21114,LAVENDER SCENTED FABRIC HEART,2011-11,2011-12,M2_gbm_poisson,65.584753,98,99.666667,A,True,Forecast
21115,ROSE CARAVAN DOORSTOP,2011-11,2011-12,M2_gbm_poisson,53.129096,42,71.333333,A,True,Forecast
21116,OWL DOORSTOP,2011-11,2011-12,M2_gbm_poisson,95.777834,196,108.666667,A,True,Forecast
21117,BLOND DOLL DOORSTOP,2011-11,2011-12,M2_gbm_poisson,40.209790,41,20.000000,C,True,Forecast
21121,SET/10 RED POLKADOT PARTY CANDLES,2011-11,2011-12,M2_gbm_poisson,301.281906,415,565.666667,A,True,Forecast
21122,SET/10 PINK POLKADOT PARTY CANDLES,2011-11,2011-12,M2_gbm_poisson,251.260470,303,337.333333,A,True,Forecast
21123,SET/10 IVORY POLKADOT PARTY CANDLES,2011-11,2011-12,M2_gbm_poisson,70.411334,102,107.000000,B,True,Forecast
21124,SET/10 BLUE SPOTTY PARTY CANDLES,2011-11,2011-12,M2_gbm_poisson,158.566789,239,252.666667,A,True,Forecast
21125,SET 6 FOOTBALL CELEBRATION CANDLES,2011-11,2011-12,M2_gbm_poisson,56.478028,54,87.333333,B,True,Forecast
21126,SET OF 6 GIRLS CELEBRATION CANDLES,2011-11,2011-12,M2_gbm_poisson,51.815122,54,47.333333,B,True,Forecast
21128,GOLD FISHING GNOME,2011-11,2011-12,M2_gbm_poisson,7.982229,4,3.333333,C,True,Forecast
21129,SILVER FISHING GNOME,2011-11,2011-12,M2_gbm_poisson,16.592061,13,6.333333,C,True,Forecast
21131,GOLD STANDING GNOME,2011-11,2011-12,M2_gbm_poisson,10.804692,2,4.666667,B,True,Forecast
21132,SILVER STANDING GNOME,2011-11,2011-12,M2_gbm_poisson,11.827073,5,4.333333,C,True,Forecast
21135,VICTORIAN  METAL POSTCARD SPRING,2011-11,2011-12,M2_gbm_poisson,313.298110,1322,508.333333,A,True,Forecast
21136,PAINTED METAL PEARS ASSORTED,2011-11,2011-12,M2_gbm_poisson,273.673170,561,551.000000,A,True,Forecast
21137,BLACK RECORD COVER FRAME,2011-11,2011-12,M2_gbm_poisson,850.394986,2228,1193.000000,A,True,Forecast
21143,ANTIQUE GLASS HEART DECORATION,2011-11,2011-12,M2_gbm_poisson,3.135932,0,0.000000,A,True,Forecast
21145,ANTIQUE GLASS PLACE SETTING,2011-11,2011-12,M2_gbm_poisson,12.909787,10,3.333333,B,True,Forecast
21147,JINGLE BELLS TREE DECORATION,2011-11,2011-12,M2_gbm_poisson,55.449163,70,52.333333,C,True,Forecast
21154,RED RETROSPOT OVEN GLOVE,2011-11,2011-12,M2_gbm_poisson,220.999559,429,354.333333,A,True,Forecast
21155,RED RETROSPOT PEG BAG,2011-11,2011-12,M2_gbm_poisson,147.875459,244,224.666667,A,True,Forecast
21156,RETROSPOT CHILDRENS APRON,2011-11,2011-12,M2_gbm_poisson,246.817238,569,401.333333,A,True,Forecast
21157,RED SPOTTY WASHBAG,2011-11,2011-12,M2_gbm_poisson,4.034459,0,1.000000,B,True,Forecast
21158,MOODY GIRL DOOR HANGER,2011-11,2011-12,M2_gbm_poisson,127.275411,221,263.666667,B,True,Forecast
21159,MOODY BOY  DOOR HANGER,2011-11,2011-12,M2_gbm_poisson,104.213764,161,192.333333,B,True,Forecast
21161,KEEP OUT BOYS DOOR HANGER,2011-11,2011-12,M2_gbm_poisson,1.984807,0,0.000000,B,True,Forecast
21162,TOXIC AREA  DOOR HANGER,2011-11,2011-12,M2_gbm_poisson,137.877877,229,254.333333,B,True,Forecast
21163,DO NOT TOUCH MY STUFF DOOR HANGER,2011-11,2011-12,M2_gbm_poisson,32.614934,0,158.333333,B,True,Forecast
21164,HOME SWEET HOME METAL SIGN,2011-11,2011-12,M2_gbm_poisson,70.353170,88,76.333333,A,True,Forecast
21165,BEWARE OF THE CAT METAL SIGN,2011-11,2011-12,M2_gbm_poisson,245.334304,415,422.666667,A,True,Forecast
21166,COOK WITH WINE METAL SIGN,2011-11,2011-12,M2_gbm_poisson,682.220806,1340,1440.333333,A,True,Forecast
21167,WHITE SAGE INCENSE,2011-11,2011-12,M2_gbm_poisson,78.601482,211,175.000000,C,True,Forecast
21169,YOU'RE CONFUSING ME METAL SIGN,2011-11,2011-12,M2_gbm_poisson,244.985910,529,530.666667,A,True,Forecast
21171,BATHROOM METAL SIGN,2011-11,2011-12,M2_gbm_poisson,3.135932,0,0.000000,B,True,Forecast
21172,PARTY METAL SIGN,2011-11,2011-12,M2_gbm_poisson,227.290684,439,307.666667,A,True,Forecast
21174,POTTERING IN THE SHED METAL SIGN,2011-11,2011-12,M2_gbm_poisson,299.520393,570,570.666667,A,True,Forecast
21175,GIN + TONIC DIET METAL SIGN,2011-11,2011-12,M2_gbm_poisson,758.172525,1533,1165.333333,A,True,Forecast
21179,NO JUNK MAIL METAL SIGN,2011-11,2011-12,M2_gbm_poisson,19.151675,0,83.333333,B,True,Forecast
21181,PLEASE ONE PERSON METAL SIGN,2011-11,2011-12,M2_gbm_poisson,534.192494,989,1841.666667,A,True,Forecast
21187,WHITE BELL HONEYCOMB PAPER GARLAND,2011-11,2011-12,M2_gbm_poisson,4.149691,0,0.000000,B,True,Forecast
21188,3D HEARTS  HONEYCOMB PAPER GARLAND,2011-11,2011-12,M2_gbm_poisson,4.281864,0,0.000000,B,True,Forecast
21189,WHITE HONEYCOMB PAPER GARLAND,2011-11,2011-12,M2_gbm_poisson,56.393859,105,38.666667,B,True,Forecast
21190,PINK HEARTS PAPER GARLAND,2011-11,2011-12,M2_gbm_poisson,7.407961,4,1.333333,B,True,Forecast
21191,LARGE WHITE HONEYCOMB PAPER BELL,2011-11,2011-12,M2_gbm_poisson,68.155373,124,57.333333,B,True,Forecast
21192,WHITE BELL HONEYCOMB PAPER,2011-11,2011-12,M2_gbm_poisson,58.911350,57,139.333333,B,True,Forecast
21194,PINK  HONEYCOMB PAPER FAN,2011-11,2011-12,M2_gbm_poisson,53.411431,53,48.000000,C,True,Forecast
21196,ROUND WHITE CONFETTI IN TUBE,2011-11,2011-12,M2_gbm_poisson,7.800749,0,4.333333,C,True,Forecast
21197,MULTICOLOUR  CONFETTI IN TUBE,2011-11,2011-12,M2_gbm_poisson,45.083994,62,21.000000,C,True,Forecast
21198,WHITE HEART CONFETTI IN TUBE,2011-11,2011-12,M2_gbm_poisson,42.520424,62,37.666667,B,True,Forecast
21199,PINK  HEART CONFETTI IN TUBE,2011-11,2011-12,M2_gbm_poisson,41.126048,49,16.666667,B,True,Forecast
21200,MULTICOLOUR HONEYCOMB PAPER GARLAND,2011-11,2011-12,M2_gbm_poisson,87.688358,290,207.333333,B,True,Forecast
21201,TROPICAL  HONEYCOMB PAPER GARLAND,2011-11,2011-12,M2_gbm_poisson,90.178895,294,204.000000,A,True,Forecast
21202,DOLLY HONEYCOMB GARLAND,2011-11,2011-12,M2_gbm_poisson,19.290984,13,9.333333,B,True,Forecast
21204,DAISIES  HONEYCOMB GARLAND,2011-11,2011-12,M2_gbm_poisson,26.653638,14,32.333333,B,True,Forecast
21205,MULTICOLOUR 3D BALLS GARLAND,2011-11,2011-12,M2_gbm_poisson,25.989812,16,14.333333,B,True,Forecast
21206,STRAWBERRY HONEYCOMB  GARLAND,2011-11,2011-12,M2_gbm_poisson,36.103407,17,42.000000,B,True,Forecast
21207,SKULL AND CROSSBONES  GARLAND,2011-11,2011-12,M2_gbm_poisson,72.824859,64,142.333333,A,True,Forecast
21208,PASTEL COLOUR HONEYCOMB FAN,2011-11,2011-12,M2_gbm_poisson,63.711479,125,90.666667,C,True,Forecast
21209,MULTICOLOUR HONEYCOMB FAN,2011-11,2011-12,M2_gbm_poisson,64.868088,108,108.666667,B,True,Forecast
21210,SET OF 72 RETROSPOT PAPER  DOILIES,2011-11,2011-12,M2_gbm_poisson,333.182655,865,627.666667,A,True,Forecast
21211,SET OF 72 SKULL PAPER  DOILIES,2011-11,2011-12,M2_gbm_poisson,58.668555,44,102.666667,B,True,Forecast
21212,PACK OF 72 RETROSPOT CAKE CASES,2011-11,2011-12,M2_gbm_poisson,1721.502271,2621,2707.000000,A,True,Forecast
21213,PACK OF 72 SKULL CAKE CASES,2011-11,2011-12,M2_gbm_poisson,542.951908,686,1538.333333,A,True,Forecast
21215,IVORY PAPER CUP CAKE CASES,2011-11,2011-12,M2_gbm_poisson,58.512136,32,82.333333,B,True,Forecast
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",2011-11,2011-12,M2_gbm_poisson,102.419312,168,147.333333,A,True,Forecast
21217,RED RETROSPOT ROUND CAKE TINS,2011-11,2011-12,M2_gbm_poisson,69.597562,119,72.666667,A,True,Forecast
21218,RED SPOTTY BISCUIT TIN,2011-11,2011-12,M2_gbm_poisson,121.983717,274,158.000000,A,True,Forecast
21219,SET/4 BADGES BALLOON GIRL,2011-11,2011-12,M2_gbm_poisson,49.802854,60,42.000000,B,True,Forecast
21220,SET/4 BADGES DOGS,2011-11,2011-12,M2_gbm_poisson,46.569730,48,29.000000,C,True,Forecast
21221,SET/4 BADGES CUTE CREATURES,2011-11,2011-12,M2_gbm_poisson,19.759829,11,11.000000,C,True,Forecast
21222,SET/4 BADGES BEETLES,2011-11,2011-12,M2_gbm_poisson,40.593341,28,22.666667,C,True,Forecast
21224,SET/4 SKULL BADGES,2011-11,2011-12,M2_gbm_poisson,66.950962,101,97.333333,B,True,Forecast
21226,POCKET MIRROR WOODLAND,2011-11,2011-12,M2_gbm_poisson,13.947413,6,2.333333,C,True,Forecast
21231,SWEETHEART CERAMIC TRINKET BOX,2011-11,2011-12,M2_gbm_poisson,296.948353,741,603.333333,A,True,Forecast
21232,STRAWBERRY CERAMIC TRINKET BOX,2011-11,2011-12,M2_gbm_poisson,747.503346,1503,1178.000000,A,True,Forecast
21238,RED RETROSPOT CUP,2011-11,2011-12,M2_gbm_poisson,189.531889,296,193.666667,A,True,Forecast
21239,PINK  POLKADOT CUP,2011-11,2011-12,M2_gbm_poisson,119.760719,122,138.333333,A,True,Forecast
21240,BLUE POLKADOT CUP,2011-11,2011-12,M2_gbm_poisson,99.467605,192,135.666667,A,True,Forecast
21242,RED RETROSPOT PLATE,2011-11,2011-12,M2_gbm_poisson,118.893584,193,219.000000,A,True,Forecast
21243,PINK  POLKADOT PLATE,2011-11,2011-12,M2_gbm_poisson,91.318363,185,153.333333,A,True,Forecast
21244,BLUE POLKADOT PLATE,2011-11,2011-12,M2_gbm_poisson,19.292942,4,15.333333,A,True,Forecast
21245,GREEN POLKADOT PLATE,2011-11,2011-12,M2_gbm_poisson,50.839039,43,44.666667,A,True,Forecast
21246,RED RETROSPOT BIG BOWL,2011-11,2011-12,M2_gbm_poisson,2.633758,0,0.333333,B,True,Forecast
21248,DOOR HANGER  MUM + DADS ROOM,2011-11,2011-12,M2_gbm_poisson,41.638730,37,18.333333,B,True,Forecast
21249,WOODLAND  HEIGHT CHART STICKERS,2011-11,2011-12,M2_gbm_poisson,56.505556,71,50.000000,A,True,Forecast
21250,SET OF SKULL WALL STICKERS,2011-11,2011-12,M2_gbm_poisson,19.102004,16,7.666667,C,True,Forecast
21251,DINOSAUR HEIGHT CHART STICKER SET,2011-11,2011-12,M2_gbm_poisson,30.037833,20,14.333333,B,True,Forecast
21253,SET OF PICTURE FRAME  STICKERS,2011-11,2011-12,M2_gbm_poisson,31.288081,15,18.000000,C,True,Forecast
21257,VICTORIAN SEWING BOX MEDIUM,2011-11,2011-12,M2_gbm_poisson,66.659950,120,72.333333,A,True,Forecast
21258,VICTORIAN SEWING BOX LARGE,2011-11,2011-12,M2_gbm_poisson,61.675612,86,56.333333,A,True,Forecast
21259,VICTORIAN SEWING BOX SMALL,2011-11,2011-12,M2_gbm_poisson,73.826131,109,96.000000,A,True,Forecast
21260,FIRST AID TIN,2011-11,2011-12,M2_gbm_poisson,61.288141,56,98.666667,A,True,Forecast
21261,GREEN GOOSE FEATHER CHRISTMAS TREE,2011-11,2011-12,M2_gbm_poisson,33.794636,17,45.000000,C,True,Forecast
21262,WHITE GOOSE FEATHER CHRISTMAS TREE,2011-11,2011-12,M2_gbm_poisson,56.803030,83,58.000000,B,True,Forecast
21263,GREEN GOOSE FEATHER TREE 60CM,2011-11,2011-12,M2_gbm_poisson,49.753195,47,40.333333,C,True,Forecast
21264,WHITE GOOSE FEATHER TREE 60CM,2011-11,2011-12,M2_gbm_poisson,61.486146,119,70.333333,C,True,Forecast
21265,PINK GOOSE FEATHER TREE 60CM,2011-11,2011-12,M2_gbm_poisson,33.211236,16,26.666667,C,True,Forecast
21269,ANTIQUE CREAM CUTLERY SHELF,2011-11,2011-12,M2_gbm_poisson,4.786470,1,1.666667,B,True,Forecast
21270,ANTIQUE CREAM CUTLERY CUPBOARD,2011-11,2011-12,M2_gbm_poisson,4.147373,1,0.666667,C,True,Forecast
21272,SALLE DE BAIN HOOK,2011-11,2011-12,M2_gbm_poisson,3.135932,0,0.000000,B,True,Forecast
21275,ZINC TOP  2 DOOR WOODEN SHELF,2011-11,2011-12,M2_gbm_poisson,4.509818,1,0.333333,B,True,Forecast
21277,FRENCH STYLE EMBOSSED HEART CABINET,2011-11,2011-12,M2_gbm_poisson,8.506615,4,3.666667,B,True,Forecast
21278,VINTAGE KITCHEN PRINT PUDDINGS,2011-11,2011-12,M2_gbm_poisson,2.028496,0,0.000000,B,True,Forecast
21279,VINTAGE KITCHEN PRINT FRUITS,2011-11,2011-12,M2_gbm_poisson,9.326272,0,4.666667,B,True,Forecast
21280,VINTAGE KITCHEN PRINT VEGETABLES,2011-11,2011-12,M2_gbm_poisson,9.092297,6,2.000000,B,True,Forecast
21281,VINTAGE KITCHEN PRINT SEAFOOD,2011-11,2011-12,M2_gbm_poisson,5.579021,3,1.000000,B,True,Forecast
21284,RETROSPOT CANDLE  SMALL,2011-11,2011-12,M2_gbm_poisson,17.707187,5,14.333333,B,True,Forecast
21285,RETROSPOT CANDLE  MEDIUM,2011-11,2011-12,M2_gbm_poisson,39.485674,34,20.333333,B,True,Forecast
21286,RETROSPOT CANDLE  LARGE,2011-11,2011-12,M2_gbm_poisson,24.364925,6,18.666667,B,True,Forecast
21287,SCENTED VELVET LOUNGE CANDLE,2011-11,2011-12,M2_gbm_poisson,162.520410,564,314.000000,B,True,Forecast
21288,STRIPEY CHOCOLATE NESTING BOXES,2011-11,2011-12,M2_gbm_poisson,40.380800,22,54.000000,B,True,Forecast
21289,LARGE STRIPES CHOCOLATE GIFT BAG,2011-11,2011-12,M2_gbm_poisson,36.265595,22,53.333333,B,True,Forecast
21291,SMALL SPOTTY CHOCOLATE GIFT BAG,2011-11,2011-12,M2_gbm_poisson,58.307760,99,71.000000,B,True,Forecast
21292,SMALL STRIPES CHOCOLATE GIFT BAG,2011-11,2011-12,M2_gbm_poisson,44.166475,64,53.666667,B,True,Forecast
21293,MIRRORED DOVE WALL DECORATION,2011-11,2011-12,M2_gbm_poisson,38.783936,37,21.333333,C,True,Forecast
21294,ETCHED GLASS COASTER,2011-11,2011-12,M2_gbm_poisson,19.618938,0,25.333333,B,True,Forecast
21306,SET/4 DAISY MIRROR MAGNETS,2011-11,2011-12,M2_gbm_poisson,62.876730,108,96.000000,C,True,Forecast
21307,SET/4 BUTTERFLY MIRROR MAGNETS,2011-11,2011-12,M2_gbm_poisson,2.027923,0,0.000000,C,True,Forecast
21311,SET/4 BIRD MIRROR MAGNETS,2011-11,2011-12,M2_gbm_poisson,45.967781,45,28.000000,C,True,Forecast
