stock_code,description,forecast_origin,target_month,model,forecast,sigma,sigma_source,n_residuals_product,z,safety_stock,target_inventory,uncertainty_ratio,abc_class,last_month_units,ma3_units,months_since_last_sale,product_age_months,status,run_id
17084J,LOVE POTION MASALA INCENSE,2011-11,2011-12,M2_gbm_poisson,7.002211,30.622532,product,18,1.645000,50.374064,58,4.373266,C,0,8.333333,3,24,Forecast,20260824T181001Z-27103c
17084N,FAIRY DREAMS INCENSE,2011-11,2011-12,M2_gbm_poisson,73.773067,69.889422,product,18,1.645000,114.968099,189,0.947357,C,162,163.333333,1,24,Forecast,20260824T181001Z-27103c
17084P,DRAGONS BLOOD INCENSE,2011-11,2011-12,M2_gbm_poisson,43.099206,14.756174,product,18,1.645000,24.273905,68,0.342377,C,38,39.666667,1,24,Forecast,20260824T181001Z-27103c
17084R,ASSORTED INCENSE PACK,2011-11,2011-12,M2_gbm_poisson,115.624991,323.009032,product,18,1.645000,531.349857,647,2.793592,B,216,312.000000,1,24,Forecast,20260824T181001Z-27103c
17090A,LAVENDER INCENSE 40 CONES IN TIN,2011-11,2011-12,M2_gbm_poisson,14.228333,7.619058,product,18,1.645000,12.533350,27,0.535485,C,9,5.000000,1,24,Forecast,20260824T181001Z-27103c
17090D,VANILLA INCENSE 40 CONES IN TIN,2011-11,2011-12,M2_gbm_poisson,2.006944,4.629339,product,18,1.645000,7.615262,10,2.306661,C,0,0.000000,5,24,Forecast,20260824T181001Z-27103c
17091A,LAVENDER INCENSE IN TIN,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,B,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
17091B,JASMINE TEA INCENSE IN TIN,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
17091F,SANDALWOOD INCENSE IN TIN,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
17091J,VANILLA INCENSE IN TIN,2011-11,2011-12,M2_gbm_poisson,86.786149,126.391428,product,18,1.645000,207.913898,295,1.456355,B,182,153.333333,1,24,Forecast,20260824T181001Z-27103c
17096,ASSORTED LAQUERED INCENSE HOLDERS,2011-11,2011-12,M2_gbm_poisson,2.186764,145.401582,product,18,1.645000,239.185603,242,66.491677,B,0,0.000000,5,24,Forecast,20260824T181001Z-27103c
17107D,"FLOWER FAIRY,5 SUMMER B'DRAW LINERS",2011-11,2011-12,M2_gbm_poisson,33.305903,15.850158,product,18,1.645000,26.073510,60,0.475896,C,15,18.666667,1,24,Forecast,20260824T181001Z-27103c
17108D,FLOWER FAIRY SUMMER BOUQUET SACHET,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
17109A,FLOWER FAIRY INCENSE LILY,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
17109B,FLOWER FAIRY INCENSE LAVENDER,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
17109C,FLOWER FAIRY INCENSE ROSE,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
17109D,FLOWER FAIRY INCENSE BOUQUET,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
17129C,SKY BLUE COLOUR GLASS GEMS IN BAG,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
17129D,CLEAR COLOUR GLASS GEMS IN BAG,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,B,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
17129F,BLUE GLASS GEMS IN BAG,2011-11,2011-12,M2_gbm_poisson,23.060381,47.952193,product,18,1.645000,78.881357,102,2.079419,B,1,17.666667,1,24,Forecast,20260824T181001Z-27103c
17136A,BLUE STONES ON WIRE FOR CANDLE,2011-11,2011-12,M2_gbm_poisson,60.465828,70.359013,product,18,1.645000,115.740576,177,1.163616,C,96,63.666667,1,24,Forecast,20260824T181001Z-27103c
17164B,ASS COL SMALL SAND GECKO P'WEIGHT,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
17164D,ASS COL SMALL SAND FROG P'WEIGHT,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
17165B,ASS COL LARGE SAND GECKO P'WEIGHT,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
17165D,ASS COL LARGE SAND FROG P'WEIGHT,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
17174,ASSTD RASTA KEY-CHAINS,2011-11,2011-12,M2_gbm_poisson,13.377388,2.719537,product,13,1.645000,4.473638,18,0.203294,C,8,2.666667,1,22,Forecast,20260824T181001Z-27103c
17178,FLAT PALM T-LIGHT HOLDER,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
17181,CIRCLE OF FRIENDS CANDLE HOLDER,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
17191A,ROSE FLOWER CANDLE+INCENSE 16X16CM,2011-11,2011-12,M2_gbm_poisson,5.588407,4.464405,product,12,1.645000,7.343947,13,0.798869,C,2,0.666667,1,24,Forecast,20260824T181001Z-27103c
18007,ESSENTIAL BALM 3.5g TIN IN ENVELOPE,2011-11,2011-12,M2_gbm_poisson,2.976703,124.654501,product,18,1.645000,205.056655,209,41.876697,C,0,0.000000,5,24,Forecast,20260824T181001Z-27103c
18010,ASSORTED FRAGRANCE BATH CONFETTI,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
18094C,WHITE AND BLUE CERAMIC OIL BURNER,2011-11,2011-12,M2_gbm_poisson,8.138275,26.261963,product,18,1.645000,43.200929,52,3.226969,C,0,8.333333,2,24,Forecast,20260824T181001Z-27103c
18096C,WHITE ROUND PORCELAIN TLIGHT HOLDER,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
18097A,PINK TALL PORCELAIN T-LIGHT HOLDER,2011-11,2011-12,M2_gbm_poisson,1.989265,1.331987,product,18,1.645000,2.191118,5,0.669587,C,0,0.000000,6,21,Forecast,20260824T181001Z-27103c
18097B,BLUE TALL PORCELAIN T-LIGHT HOLDER,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
18097C,WHITE TALL PORCELAIN T-LIGHT HOLDER,2011-11,2011-12,M2_gbm_poisson,33.939281,43.379131,product,18,1.645000,71.358670,106,1.278139,A,26,14.666667,1,24,Forecast,20260824T181001Z-27103c
18098A,PINK PORCELAIN B'FLY OIL BURNER,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
18098B,BLUE PORCELAIN B'FLY OIL BURNER,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
18098C,PORCELAIN BUTTERFLY OIL BURNER,2011-11,2011-12,M2_gbm_poisson,2.958352,15.019017,product,18,1.645000,24.706283,28,5.076818,A,0,0.000000,4,24,Forecast,20260824T181001Z-27103c
20615,BLUE POLKADOT PASSPORT COVER,2011-11,2011-12,M2_gbm_poisson,53.046891,25.927222,product,18,1.645000,42.650280,96,0.488760,C,75,35.000000,1,24,Forecast,20260824T181001Z-27103c
20616,CHERRY BLOSSOM PASSPORT COVER,2011-11,2011-12,M2_gbm_poisson,30.280835,12.576717,product,18,1.645000,20.688700,51,0.415336,C,25,11.333333,1,24,Forecast,20260824T181001Z-27103c
20617,FIRST CLASS PASSPORT COVER,2011-11,2011-12,M2_gbm_poisson,15.719489,18.809464,product,18,1.645000,30.941569,47,1.196570,C,12,6.000000,1,24,Forecast,20260824T181001Z-27103c
20618,QUEEN OF THE SKIES PASSPORT COVER,2011-11,2011-12,M2_gbm_poisson,17.065464,19.790221,product,18,1.645000,32.554914,50,1.159665,C,10,5.333333,1,24,Forecast,20260824T181001Z-27103c
20619,TROPICAL PASSPORT COVER,2011-11,2011-12,M2_gbm_poisson,15.218347,16.218554,product,18,1.645000,26.679521,42,1.065724,C,8,5.333333,1,24,Forecast,20260824T181001Z-27103c
20620,RED SPOTTY PASSPORT COVER,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
20621,ECONOMY PASSPORT COVER,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
20622,VIPPASSPORT COVER,2011-11,2011-12,M2_gbm_poisson,19.695282,14.736321,product,18,1.645000,24.241248,44,0.748216,B,17,7.000000,1,24,Forecast,20260824T181001Z-27103c
20652,BLUE POLKADOT LUGGAGE TAG,2011-11,2011-12,M2_gbm_poisson,46.150356,18.116972,product,18,1.645000,29.802419,76,0.392564,C,47,22.000000,1,24,Forecast,20260824T181001Z-27103c
20653,CHERRY BLOSSOM LUGGAGE TAG,2011-11,2011-12,M2_gbm_poisson,17.506933,12.507937,product,18,1.645000,20.575557,39,0.714456,C,14,5.000000,1,24,Forecast,20260824T181001Z-27103c
20654,FIRST CLASS LUGGAGE TAG,2011-11,2011-12,M2_gbm_poisson,30.499800,18.164719,product,18,1.645000,29.880963,61,0.595568,C,23,9.333333,1,24,Forecast,20260824T181001Z-27103c
20655,QUEEN OF SKIES LUGGAGE TAG,2011-11,2011-12,M2_gbm_poisson,17.628763,23.447210,product,18,1.645000,38.570661,57,1.330054,C,10,7.666667,1,24,Forecast,20260824T181001Z-27103c
20657,TROPICAL LUGGAGE TAG,2011-11,2011-12,M2_gbm_poisson,15.249272,15.980345,product,18,1.645000,26.287667,42,1.047941,C,9,5.333333,1,24,Forecast,20260824T181001Z-27103c
20658,RED SPOTTY LUGGAGE TAG,2011-11,2011-12,M2_gbm_poisson,5.683215,30.386879,product,18,1.645000,49.986416,56,5.346776,B,0,2.666667,3,24,Forecast,20260824T181001Z-27103c
20659,ECONOMY LUGGAGE TAG,2011-11,2011-12,M2_gbm_poisson,31.440757,20.561231,product,18,1.645000,33.823225,66,0.653967,C,21,13.666667,1,24,Forecast,20260824T181001Z-27103c
20660,VIP LUGGAGE TAG,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
20661,BLUE SPOTTY PURSE,2011-11,2011-12,M2_gbm_poisson,12.156765,17.300685,product,18,1.645000,28.459628,41,1.423132,C,5,4.333333,1,24,Forecast,20260824T181001Z-27103c
20662,FIRST CLASS HOLIDAY PURSE,2011-11,2011-12,M2_gbm_poisson,3.491593,11.338829,product,18,1.645000,18.652374,23,3.247466,C,0,1.000000,2,24,Forecast,20260824T181001Z-27103c
20663,QUEEN OF THE SKIES HOLIDAY PURSE,2011-11,2011-12,M2_gbm_poisson,3.491593,11.012595,product,18,1.645000,18.115720,22,3.154032,C,0,0.333333,2,24,Forecast,20260824T181001Z-27103c
20664,TROPICAL HOLIDAY PURSE,2011-11,2011-12,M2_gbm_poisson,3.135932,6.317818,product,18,1.645000,10.392811,14,2.014654,C,0,0.000000,4,24,Forecast,20260824T181001Z-27103c
20665,RED RETROSPOT PURSE,2011-11,2011-12,M2_gbm_poisson,20.591996,19.940047,product,18,1.645000,32.801378,54,0.968340,A,5,19.000000,1,24,Forecast,20260824T181001Z-27103c
20666,ECONOMY HOLIDAY PURSE,2011-11,2011-12,M2_gbm_poisson,2.006944,7.075577,product,18,1.645000,11.639325,14,3.525548,C,0,0.000000,5,24,Forecast,20260824T181001Z-27103c
20667,CHERRY BLOSSOM PURSE,2011-11,2011-12,M2_gbm_poisson,3.130582,3.802094,product,17,1.645000,6.254444,10,1.214501,C,0,0.000000,4,24,Forecast,20260824T181001Z-27103c
20668,DISCO BALL CHRISTMAS DECORATION,2011-11,2011-12,M2_gbm_poisson,1640.395962,1071.941642,product,18,1.645000,1763.344001,3404,0.653465,B,4329,2338.000000,1,24,Forecast,20260824T181001Z-27103c
20669,RED HEART LUGGAGE TAG,2011-11,2011-12,M2_gbm_poisson,41.594775,26.077885,product,18,1.645000,42.898121,85,0.626951,C,28,26.666667,1,24,Forecast,20260824T181001Z-27103c
20670,VIP HOLIDAY PURSE,2011-11,2011-12,M2_gbm_poisson,4.205931,6.221965,product,18,1.645000,10.235133,15,1.479331,C,2,1.333333,1,24,Forecast,20260824T181001Z-27103c
20671,BLUE TEATIME PRINT BOWL,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,B,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
20672,PINK TEATIME PRINT BOWL,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
20673,STRAWBERRIES PRINT BOWL,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
20674,GREEN POLKADOT BOWL,2011-11,2011-12,M2_gbm_poisson,70.381817,61.863745,product,18,1.645000,101.765860,173,0.878973,A,107,129.000000,1,24,Forecast,20260824T181001Z-27103c
20675,BLUE POLKADOT BOWL,2011-11,2011-12,M2_gbm_poisson,121.292327,87.418588,product,18,1.645000,143.803577,266,0.720726,A,173,209.666667,1,24,Forecast,20260824T181001Z-27103c
20676,RED RETROSPOT BOWL,2011-11,2011-12,M2_gbm_poisson,229.347026,199.352190,product,18,1.645000,327.934353,558,0.869216,A,454,296.000000,1,24,Forecast,20260824T181001Z-27103c
20677,PINK POLKADOT BOWL,2011-11,2011-12,M2_gbm_poisson,139.129135,127.924707,product,18,1.645000,210.436144,350,0.919467,A,209,210.000000,1,24,Forecast,20260824T181001Z-27103c
20678,LARGE BLACK DIAMANTE HAIRSLIDE,2011-11,2011-12,M2_gbm_poisson,30.958231,7.836625,abc_group,2,1.645000,12.891247,44,0.253135,C,0,1.333333,3,3,Forecast,20260824T181001Z-27103c
20679,EDWARDIAN PARASOL RED,2011-11,2011-12,M2_gbm_poisson,101.617488,96.712633,product,18,1.645000,159.092281,261,0.951732,A,162,189.000000,1,24,Forecast,20260824T181001Z-27103c
20680,PINK FLOWERS CHILDS UMBRELLA,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
20681,PINK SPOTTY CHILDS UMBRELLA,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,A,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
20682,RED RETROSPOT CHILDRENS UMBRELLA,2011-11,2011-12,M2_gbm_poisson,85.063496,81.521944,product,18,1.645000,134.103598,220,0.958366,A,124,147.000000,1,24,Forecast,20260824T181001Z-27103c
20683,RAIN GIRL CHILDS UMBRELLA,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
20684,STRAWBERRY DREAM CHILDS UMBRELLA,2011-11,2011-12,M2_gbm_poisson,2.064227,14.800545,product,18,1.645000,24.346896,27,7.170018,B,0,0.000000,5,24,Forecast,20260824T181001Z-27103c
20685,DOORMAT RED RETROSPOT,2011-11,2011-12,M2_gbm_poisson,223.354020,139.547247,product,18,1.645000,229.555222,453,0.624781,A,339,241.000000,1,24,Forecast,20260824T181001Z-27103c
20686,DOLLY MIXTURE CHILDREN'S UMBRELLA,2011-11,2011-12,M2_gbm_poisson,49.115823,17.489862,product,18,1.645000,28.770822,78,0.356094,B,62,40.000000,1,24,Forecast,20260824T181001Z-27103c
20688,BEAUTY SPEED EXPRESSO CUPS,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
20689,RETRO SISTERS EXPRESSO CUPS,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
20692,FLORAL ELEPHANT SOFT TOY,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,A,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
20693,FLORAL DINOSAUR GREEN,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
20694,FLORAL PINK MONSTER,2011-11,2011-12,M2_gbm_poisson,9.516632,9.304654,product,18,1.645000,15.306155,25,0.977725,C,1,4.333333,1,24,Forecast,20260824T181001Z-27103c
20695,FLORAL BLUE MONSTER,2011-11,2011-12,M2_gbm_poisson,4.826633,3.863411,product,18,1.645000,6.355311,12,0.800436,C,1,1.000000,1,24,Forecast,20260824T181001Z-27103c
20696,FLORAL SOFT CAR TOY,2011-11,2011-12,M2_gbm_poisson,11.495389,9.725528,product,18,1.645000,15.998494,28,0.846037,C,3,6.000000,1,24,Forecast,20260824T181001Z-27103c
20697,LITTLE GREEN MONSTER SOFT TOY,2011-11,2011-12,M2_gbm_poisson,8.952681,2.459193,product,18,1.645000,4.045372,13,0.274688,C,4,3.000000,1,24,Forecast,20260824T181001Z-27103c
20698,LITTLE PINK MONSTER SOFT TOY,2011-11,2011-12,M2_gbm_poisson,11.725992,3.151406,product,18,1.645000,5.184063,17,0.268754,C,6,3.666667,1,23,Forecast,20260824T181001Z-27103c
20699,MOUSEY LONG LEGS SOFT TOY,2011-11,2011-12,M2_gbm_poisson,5.112400,11.016758,product,18,1.645000,18.122566,24,2.154909,C,3,1.000000,1,24,Forecast,20260824T181001Z-27103c
20700,GREEN CAT FLORAL CUSHION COVER,2011-11,2011-12,M2_gbm_poisson,6.526302,7.361102,product,18,1.645000,12.109012,19,1.127913,B,0,6.333333,3,24,Forecast,20260824T181001Z-27103c
20701,PINK CAT FLORAL CUSHION COVER,2011-11,2011-12,M2_gbm_poisson,2.100929,3.609432,product,18,1.645000,5.937516,9,1.718017,C,0,0.000000,6,24,Forecast,20260824T181001Z-27103c
20702,PINK PADDED MOBILE,2011-11,2011-12,M2_gbm_poisson,5.274137,19.189934,product,18,1.645000,31.567441,37,3.638498,B,0,2.000000,2,24,Forecast,20260824T181001Z-27103c
20703,BLUE PADDED SOFT MOBILE,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,B,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
20704,MR ROBOT SOFT TOY,2011-11,2011-12,M2_gbm_poisson,11.009346,6.029979,product,18,1.645000,9.919316,21,0.547715,B,3,6.666667,1,24,Forecast,20260824T181001Z-27103c
20705,MRS ROBOT SOFT TOY,2011-11,2011-12,M2_gbm_poisson,6.883450,5.324836,product,18,1.645000,8.759356,16,0.773571,C,1,3.000000,1,24,Forecast,20260824T181001Z-27103c
20707,CRAZY DAISY HEART DECORATION,2011-11,2011-12,M2_gbm_poisson,29.642537,23.304808,product,18,1.645000,38.336409,68,0.786195,B,16,12.333333,1,24,Forecast,20260824T181001Z-27103c
20711,JUMBO BAG TOYS,2011-11,2011-12,M2_gbm_poisson,189.445820,249.273762,product,18,1.645000,410.055338,600,1.315805,A,391,362.000000,1,24,Forecast,20260824T181001Z-27103c
20712,JUMBO BAG WOODLAND ANIMALS,2011-11,2011-12,M2_gbm_poisson,460.187170,446.983614,product,18,1.645000,735.288045,1196,0.971308,A,772,1055.666667,1,24,Forecast,20260824T181001Z-27103c
20713,JUMBO BAG OWLS,2011-11,2011-12,M2_gbm_poisson,525.802126,830.173587,product,18,1.645000,1365.635551,1892,1.578871,A,689,1196.333333,1,24,Forecast,20260824T181001Z-27103c
20714,POSY SHOPPER BAG,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
20715,LITTLE FLOWER SHOPPER BAG,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
20716,PARTY FOOD SHOPPER BAG,2011-11,2011-12,M2_gbm_poisson,2.006944,25.753555,product,18,1.645000,42.364599,45,12.832224,B,0,0.000000,6,24,Forecast,20260824T181001Z-27103c
20717,STRAWBERRY SHOPPER BAG,2011-11,2011-12,M2_gbm_poisson,111.728731,99.843852,product,18,1.645000,164.243137,276,0.893627,A,234,143.333333,1,24,Forecast,20260824T181001Z-27103c
20718,RED RETROSPOT SHOPPER BAG,2011-11,2011-12,M2_gbm_poisson,248.520814,176.446985,product,18,1.645000,290.255290,539,0.709989,A,505,348.333333,1,24,Forecast,20260824T181001Z-27103c
20719,WOODLAND CHARLOTTE BAG,2011-11,2011-12,M2_gbm_poisson,536.866669,583.398989,product,18,1.645000,959.691337,1497,1.086674,A,1018,1020.333333,1,24,Forecast,20260824T181001Z-27103c
20721,OWLS CHARLOTTE BAG,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
20723,STRAWBERRY CHARLOTTE BAG,2011-11,2011-12,M2_gbm_poisson,417.669863,241.823294,product,18,1.645000,397.799319,816,0.578982,A,935,914.000000,1,24,Forecast,20260824T181001Z-27103c
20724,RED RETROSPOT CHARLOTTE BAG,2011-11,2011-12,M2_gbm_poisson,969.296519,470.990500,product,18,1.645000,774.779372,1745,0.485910,A,2209,1887.333333,1,24,Forecast,20260824T181001Z-27103c
20725,LUNCH BAG RED RETROSPOT,2011-11,2011-12,M2_gbm_poisson,1013.822299,556.809295,product,18,1.645000,915.951290,1930,0.549218,A,1992,1685.666667,1,24,Forecast,20260824T181001Z-27103c
20726,LUNCH BAG WOODLAND,2011-11,2011-12,M2_gbm_poisson,391.505214,326.784390,product,18,1.645000,537.560322,930,0.834687,A,697,694.666667,1,24,Forecast,20260824T181001Z-27103c
20727,LUNCH BAG  BLACK SKULL.,2011-11,2011-12,M2_gbm_poisson,854.205813,546.230012,product,18,1.645000,898.548369,1753,0.639459,A,1207,1195.000000,1,24,Forecast,20260824T181001Z-27103c
20728,LUNCH BAG CARS BLUE,2011-11,2011-12,M2_gbm_poisson,566.963756,582.564400,product,18,1.645000,958.318439,1526,1.027516,A,935,938.000000,1,24,Forecast,20260824T181001Z-27103c
20729,RED SPOTTY CANDY BAG,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,B,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
20730,STRAWBERRY CANDY BAG,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,B,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
20731,POSY CANDY BAG,2011-11,2011-12,M2_gbm_poisson,2.006944,22.839053,product,18,1.645000,37.570243,40,11.380015,B,0,0.000000,6,24,Forecast,20260824T181001Z-27103c
20733,GOLD MINI TAPE MEASURE,2011-11,2011-12,M2_gbm_poisson,54.143378,59.764329,product,18,1.645000,98.312321,153,1.103816,B,63,50.666667,1,24,Forecast,20260824T181001Z-27103c
20734,SILVER MINI TAPE MEASURE,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,B,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
20735,BLACK MINI TAPE MEASURE,2011-11,2011-12,M2_gbm_poisson,15.022596,86.909871,product,18,1.645000,142.966739,158,5.785277,B,6,5.666667,1,24,Forecast,20260824T181001Z-27103c
20736,PINK MINI TAPE MEASURE,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
20737,RED MINI TAPE MEASURE,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
20738,GREEN MINI TAPE MEASURE,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,B,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
20739,*USB Office Glitter Lamp,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
20747,PICCADILLY TEA SET,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,A,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
20748,KENSINGTON COFFEE SET,2011-11,2011-12,M2_gbm_poisson,16.476304,5.747890,product,18,1.645000,9.455279,26,0.348858,A,14,7.666667,1,24,Forecast,20260824T181001Z-27103c
20749,ASSORTED COLOUR MINI CASES,2011-11,2011-12,M2_gbm_poisson,120.589566,57.007940,product,18,1.645000,93.778062,215,0.472744,A,281,187.000000,1,24,Forecast,20260824T181001Z-27103c
20750,RED RETROSPOT MINI CASES,2011-11,2011-12,M2_gbm_poisson,110.822782,68.023757,product,18,1.645000,111.899080,223,0.613807,A,212,158.666667,1,24,Forecast,20260824T181001Z-27103c
20751,FUNKY WASHING UP GLOVES ASSORTED,2011-11,2011-12,M2_gbm_poisson,58.161519,54.195185,product,18,1.645000,89.151080,148,0.931805,A,50,56.666667,1,24,Forecast,20260824T181001Z-27103c
20752,BLUE POLKADOT WASHING UP GLOVES,2011-11,2011-12,M2_gbm_poisson,41.594775,32.769488,product,18,1.645000,53.905809,96,0.787827,B,25,25.000000,1,24,Forecast,20260824T181001Z-27103c
20753,RETRO PINK SPOT WASHING UP GLOVES,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
20754,RETROSPOT RED WASHING UP GLOVES,2011-11,2011-12,M2_gbm_poisson,55.664898,73.434319,product,18,1.645000,120.799455,177,1.319221,A,43,66.333333,1,24,Forecast,20260824T181001Z-27103c
20755,BLUE PAISLEY POCKET BOOK,2011-11,2011-12,M2_gbm_poisson,54.671169,43.429483,product,18,1.645000,71.441499,127,0.794376,B,87,48.666667,1,24,Forecast,20260824T181001Z-27103c
