stock_code,selling_months,mean_price,std_price,price_cv
35015,10,0.1820,0.3858,2.1198
35051B,1,0.4200,0.0000,
35071,1,1.0228,0.0000,
35085E,5,1.1000,0.3354,0.3049
35095A,25,0.5091,0.1421,0.2791
35095B,25,0.4734,0.1014,0.2142
35096A,4,0.5025,0.1796,0.3574
35096B,4,0.4102,0.0744,0.1814
35160,11,0.7440,0.0416,0.0559
35233,5,3.7500,0.0000,0.0000
35240,7,8.4900,0.0000,0.0000
35241,18,5.4613,0.8005,0.1466
35265,10,3.8550,2.6794,0.6950
35271S,6,0.3033,0.2632,0.8679
35400,12,10.2942,2.6005,0.2526
35443,10,0.8500,0.0000,0.0000
35471A,12,1.5762,0.3725,0.2363
35471D,25,1.3437,0.6251,0.4652
35537,3,0.4200,0.0000,0.0000
35591T,6,1.2500,0.0000,0.0000
35594,10,0.9815,0.5999,0.6112
35596,1,0.8500,0.0000,
35597A,3,1.2500,0.0000,0.0000
35597B,6,1.6017,0.8614,0.5378
35597D,5,0.5420,0.1479,0.2729
35598A,2,2.9500,0.0000,0.0000
35598B,13,1.4498,0.9529,0.6573
35598C,2,2.9500,0.0000,0.0000
35598D,20,1.0387,0.6532,0.6289
35599B,11,5.9479,3.0773,0.5174
35599D,16,4.2874,1.4648,0.3416
35600D,6,4.3853,2.8013,0.6388
35603B,1,0.4200,0.0000,
35603C,5,0.5160,0.2147,0.4160
35607A,10,0.3428,0.4528,1.3210
35607B,10,0.1927,0.0085,0.0439
35609A,7,0.7695,0.9043,1.1753
35610A,5,1.6919,0.8374,0.4949
35610B,6,1.1393,0.2711,0.2379
35610C,5,1.3956,0.7162,0.5132
35611B,2,0.5976,0.3078,0.5150
35633B,4,0.1900,0.0000,0.0000
35637A,20,6.6353,5.3571,0.8074
35637C,13,6.8621,5.8383,0.8508
35638A,6,3.9500,2.1909,0.5547
35638B,9,5.5913,5.6915,1.0179
35644,4,1.9500,0.0000,0.0000
35645,12,5.4624,1.5373,0.2814
35646,17,2.5304,1.4916,0.5895
35647,14,1.5822,0.4871,0.3079
35648,18,2.2040,1.5496,0.7031
35649,16,3.0352,0.9636,0.3175
35650,3,4.9500,0.0000,0.0000
35651,13,4.3956,4.4113,1.0036
35652,2,3.6250,4.4194,1.2191
35653,20,3.4419,0.8108,0.2356
35654,5,4.9500,0.0000,0.0000
35751C,1,0.4068,0.0000,
35751D,1,0.1900,0.0000,
35793,1,2.0031,0.0000,
35809A,19,2.0821,0.7885,0.3787
35809B,10,2.3586,0.8071,0.3422
35810A,23,1.9270,0.9291,0.4822
35810B,19,1.8720,0.6932,0.3703
35811A,11,2.2471,0.5606,0.2495
35815B,1,0.4625,0.0000,
35815P,5,1.4120,0.9421,0.6672
35816B,3,1.4000,1.1027,0.7876
35816P,5,1.0389,0.8958,0.8622
35817B,2,2.1200,2.4607,1.1607
35817P,8,1.0571,0.9474,0.8963
35818B,8,0.5696,0.4450,0.7813
35818C,1,3.4300,0.0000,
35818P,12,1.3774,1.4518,1.0540
35819B,12,1.2033,0.8818,0.7328
35819P,3,0.6700,0.5023,0.7497
35821B,2,0.3800,0.0000,0.0000
35821P,1,2.9500,0.0000,
35822B,1,0.3800,0.0000,
35822P,1,0.3800,0.0000,
35823P,2,2.9500,0.0000,0.0000
35824B,4,1.0300,1.3000,1.2621
35824C,3,0.5101,0.1185,0.2322
35824P,2,0.9350,0.7849,0.8395
35832,9,5.2439,3.7728,0.7195
35833G,7,1.7642,0.8401,0.4762
35833P,12,1.8075,0.8676,0.4800
35837,1,0.8500,0.0000,
35838A,4,0.9533,0.2066,0.2167
35838B,4,0.8500,0.0000,0.0000
35840,1,2.3807,0.0000,
35909A,5,2.9500,0.0000,0.0000
35909B,6,2.9500,0.0000,0.0000
35910A,9,1.9500,0.0000,0.0000
35910B,4,2.1818,0.3572,0.1637
35911A,19,1.8844,1.1633,0.6173
35911B,9,1.9375,0.4874,0.2515
35912B,12,1.3190,0.2504,0.1898
35913B,11,1.1336,0.7607,0.6711
35914,13,2.3268,1.1133,0.4785
35915A,1,1.2700,0.0000,
35915B,12,1.4441,0.3280,0.2271
35915C,14,1.9602,0.8859,0.4520
35916A,18,1.2735,0.4491,0.3527
35916B,16,1.3286,0.4405,0.3315
35916C,15,1.2716,0.4403,0.3462
35918B,2,1.2500,0.0000,0.0000
35920,7,1.1773,0.4924,0.4182
35921,9,1.6267,0.3894,0.2394
35922,11,6.7169,2.4427,0.3637
35923,24,1.2529,0.6456,0.5153
35924,25,2.2472,0.7186,0.3198
35930,1,0.3800,0.0000,
35931,6,0.4269,0.1148,0.2689
35932,6,0.4323,0.1282,0.2965
35933,11,0.5863,0.5728,0.9769
35936,5,0.3800,0.0000,0.0000
35937,5,0.3800,0.0000,0.0000
35945,1,1.9500,0.0000,
35950,1,1.2500,0.0000,
35951,12,0.6040,0.3253,0.5385
35953,13,1.2436,0.9715,0.7813
35954,14,0.9197,1.0652,1.1582
35955,2,0.3376,0.1165,0.3451
35957,12,0.3267,0.1203,0.3681
35958,9,1.0506,0.3582,0.3409
35961,25,0.8991,0.1386,0.1542
35962,8,2.5318,0.7271,0.2872
35963,9,0.3800,0.0000,0.0000
35964,14,1.3156,0.8056,0.6124
35965,23,2.6681,1.3398,0.5021
35966,8,0.5876,0.4510,0.7674
35967,19,0.6145,0.3859,0.6279
35968,18,0.5638,0.4212,0.7471
35969,11,1.6322,0.9741,0.5968
35970,21,2.5174,1.0927,0.4341
35971,25,1.4387,0.3758,0.2612
35972,21,1.3869,0.3111,0.2243
35973,3,1.2500,0.0000,0.0000
35974,1,3.7500,0.0000,
35976B,1,1.2500,0.0000,
35979,3,4.2077,1.4768,0.3510
35980B,2,0.3800,0.0000,0.0000
35980C,9,0.4104,0.0912,0.2223
35981C,7,1.0341,1.0149,0.9814
35991,9,1.4484,1.4406,0.9946
35995,1,0.7560,0.0000,
35999,1,2.5500,0.0000,
37112,3,3.7500,0.0000,0.0000
37326,2,2.3050,1.4920,0.6473
37327,17,0.9067,0.5334,0.5883
37330,11,1.7386,0.4663,0.2682
37333,16,5.7417,2.5610,0.4460
37340,25,1.9967,2.3571,1.1805
37342,19,2.7020,1.9414,0.7185
37343,15,1.6526,0.4676,0.2829
37345,2,2.0329,0.5415,0.2664
37348,4,2.5500,0.0000,0.0000
37351,9,2.5654,3.4388,1.3405
37352,7,1.0857,0.4347,0.4003
37370,22,1.5476,0.2758,0.1782
37379A,6,3.9933,3.5329,0.8847
37379B,1,0.1618,0.0000,
37399,1,0.5245,0.0000,
37408,1,1.2500,0.0000,
37409,3,0.8500,0.0000,0.0000
37410,5,1.0415,1.0934,1.0498
37413,11,0.3987,0.0288,0.0723
37422,6,1.0528,0.3756,0.3568
37423,13,1.0513,0.5291,0.5033
37424,12,0.8660,0.4489,0.5184
37432,1,0.6500,0.0000,
37438,1,3.7500,0.0000,
37441,8,2.8620,1.4707,0.5139
37444A,19,2.7403,2.0530,0.7492
37444B,13,3.2288,1.7224,0.5334
37444C,15,3.8965,2.1560,0.5533
37446,21,1.4994,0.1704,0.1137
37447,25,1.6045,0.1370,0.0854
37448,25,1.5298,0.0951,0.0622
37449,23,9.3960,0.5583,0.0594
37450,25,2.9701,0.2789,0.0939
37451,1,4.9500,0.0000,
37461,13,1.2438,0.1965,0.1580
37462B,8,0.6353,0.1905,0.2998
37462E,17,0.5854,0.2500,0.4271
37464,13,1.4931,0.3777,0.2530
37467,19,2.1449,1.5685,0.7313
37468,8,2.1975,3.3479,1.5235
37471,9,3.3155,3.2906,0.9925
37474,12,10.7215,1.8841,0.1757
37475,23,10.5186,1.8622,0.1770
37476,21,11.8544,3.4118,0.2878
37477B,6,3.7500,0.0000,0.0000
37477C,1,3.7500,0.0000,
37479B,15,3.9578,5.6366,1.4242
37479P,13,1.8840,2.5551,1.3562
37481,1,2.5500,0.0000,
37482B,6,2.0662,1.5140,0.7327
37482P,16,4.2408,3.6432,0.8591
37483,2,2.0471,0.7112,0.3474
37484,1,6.7500,0.0000,
37485,3,4.4861,0.2839,0.0633
37487B,1,0.2900,0.0000,
37488A,4,1.6700,1.4780,0.8850
37489A,16,1.3466,1.1275,0.8373
37489B,12,1.1700,0.8147,0.6963
37489C,9,1.6383,1.3851,0.8454
37489D,14,0.9471,0.7757,0.8190
37491A,11,2.8032,0.7818,0.2789
37491B,5,2.0318,0.5275,0.2596
37491C,7,2.0512,0.6200,0.3023
37491D,9,2.5922,0.7982,0.3079
37492A,1,2.0006,0.0000,
37492B,10,2.6798,1.0822,0.4038
37492C,6,3.0397,1.3023,0.4284
37492D,6,3.6794,2.9701,0.8072
37494A,4,3.9201,1.3506,0.3445
37495,25,3.7258,0.2515,0.0675
37500,25,8.1480,2.2931,0.2814
37501,21,7.0386,0.5018,0.0713
37502,8,2.9951,0.0796,0.0266
37503,9,10.3854,0.4554,0.0438
37506,9,5.9500,0.0000,0.0000
37508,9,2.5671,0.0514,0.0200
37509,8,2.5500,0.0000,0.0000
40001,24,0.8620,0.2133,0.2474
40002,1,0.8500,0.0000,
40003,18,1.3405,0.5587,0.4168
40005B,10,0.8500,0.0000,0.0000
40016,22,0.4177,0.1355,0.3243
40018E,7,2.1914,0.2019,0.0921
40018F,10,1.9748,0.1838,0.0931
40046A,16,1.4219,0.3452,0.2428
40046C,1,1.2500,0.0000,
44089A,9,0.4200,0.0000,0.0000
44089C,9,0.4200,0.0000,0.0000
44091A,4,0.4200,0.0000,0.0000
44091C,9,0.5040,0.1680,0.3333
44092B,6,0.8500,0.0000,0.0000
44092C,7,0.8500,0.0000,0.0000
44217M,1,3.2833,0.0000,
44228,3,0.8500,0.0000,0.0000
44230,10,8.3793,3.0104,0.3593
44234,23,0.2621,0.1311,0.5002
44235,15,0.4120,0.0210,0.0510
44236,8,3.6850,1.7868,0.4849
44241C,5,0.8500,0.0000,0.0000
44242A,2,1.0200,0.3253,0.3189
44242B,7,1.1843,0.1739,0.1468
44265,4,4.2500,0.0000,0.0000
45008C,8,10.0986,1.7438,0.1727
45013,6,2.8929,0.1400,0.0484
45014,1,4.6500,0.0000,
45016,10,5.6624,1.8207,0.3215
46000M,25,1.5500,0.0000,0.0000
46000P,15,4.2500,0.0000,0.0000
46000R,21,1.4500,0.0000,0.0000
46000S,25,1.4500,0.0000,0.0000
46000U,22,1.2500,0.0000,0.0000
46037A,2,1.2500,0.0000,0.0000
46115B,9,0.1900,0.0000,0.0000
46118,21,2.2343,1.9869,0.8893
46126A,15,1.3933,0.3307,0.2373
46137D,3,2.9500,0.0000,0.0000
46138B,15,2.3386,1.7573,0.7514
46138D,1,1.9500,0.0000,
46307,7,4.6421,1.6633,0.3583
46775A,3,19.0008,8.9616,0.4716
46775B,1,16.9500,0.0000,
46775D,25,13.6532,4.1588,0.3046
46775E,7,16.9626,6.3230,0.3728
46776A,25,4.6305,1.8341,0.3961
46776B,25,4.3696,0.8621,0.1973
46776C,21,4.6896,1.9814,0.4225
46776D,23,4.3437,0.2672,0.0615
46776E,23,4.2416,0.5234,0.1234
46776F,25,4.1978,0.4744,0.1130
47013A,10,0.2730,0.0538,0.1969
47013C,12,0.3084,0.1755,0.5689
47016,4,2.1000,0.0000,0.0000
47021G,19,2.0378,1.4952,0.7338
47310M,25,1.4722,0.3648,0.2478
47341A,6,2.5000,1.3693,0.5477
47341B,9,1.8056,1.1024,0.6106
47343A,12,1.2603,0.3195,0.2535
47344B,8,1.1178,0.1928,0.1725
47347B,4,1.2946,0.6477,0.5003
47348A,9,0.9100,0.7800,0.8571
47351B,13,2.9216,0.1024,0.0351
47367B,22,3.6989,0.9304,0.2515
47369A,11,3.3617,1.2576,0.3741
47369B,12,3.8027,1.4446,0.3799
47420,18,0.1900,0.0000,0.0000
47421,21,0.4037,0.0244,0.0604
47422,22,0.4058,0.0241,0.0594
47469,17,0.6107,0.0876,0.1435
47471,23,0.9107,0.3096,0.3399
47480,25,1.8396,0.4317,0.2347
47481,21,1.0891,0.5233,0.4805
47502,10,11.6143,1.5535,0.1338
47503A,21,0.9600,0.5412,0.5637
47503E,7,1.0931,0.4150,0.3797
47503F,3,1.1833,0.8083,0.6831
47503G,4,1.6008,0.6110,0.3817
47503H,23,2.1060,0.9880,0.4691
47503J,12,8.4945,1.8109,0.2132
47503K,7,1.6750,0.6794,0.4056
47504E,11,1.3654,0.6371,0.4666
47504F,3,1.7533,1.5576,0.8883
47504G,6,1.3388,0.1432,0.1070
47504H,25,2.7299,2.2842,0.8367
47504J,1,13.4500,0.0000,
47504K,24,1.7905,0.9236,0.5158
47505,6,4.7117,0.2547,0.0541
47518F,19,1.3067,1.8004,1.3778
47552A,6,1.9500,0.0000,0.0000
47554,1,2.5500,0.0000,
47556,1,2.5500,0.0000,
47556B,14,2.8785,0.2666,0.0926
47559B,25,1.3040,0.1182,0.0907
47562,4,3.7500,0.0000,0.0000
47563A,24,3.6923,1.7010,0.4607
47563B,4,3.7500,0.0000,0.0000
47566,25,5.3394,1.0044,0.1881
47566B,24,4.8427,0.5420,0.1119
47567B,25,5.9037,1.1471,0.1943
47568,9,2.1136,0.0949,0.0449
47569,1,2.5500,0.0000,
47570,5,11.1478,0.8476,0.0760
47570B,16,10.5441,1.2762,0.1210
47574A,18,3.4041,2.1661,0.6363
47574B,11,4.2500,0.0000,0.0000
47578A,23,0.9010,0.1042,0.1157
47579,12,2.2012,0.1654,0.0751
47580,25,2.7185,0.3380,0.1243
47581B,6,16.7941,3.4416,0.2049
47583A,2,20.5840,18.4640,0.8970
47583B,2,17.5359,10.4852,0.5979
47585A,25,4.3117,1.6797,0.3896
47586A,16,2.7756,1.3944,0.5024
47587A,5,0.7428,0.6410,0.8629
47589,14,5.6796,0.7744,0.1364
47590A,24,5.4974,1.2807,0.2330
47590B,25,5.2627,0.2377,0.0452
47591A,9,1.6526,0.0030,0.0018
47591B,16,1.8298,0.6261,0.3422
47591C,9,2.0591,0.3938,0.1913
47591D,25,1.9588,0.2386,0.1218
47592A,10,1.9713,0.1316,0.0667
47592B,8,2.0319,0.1266,0.0623
47593A,16,1.1177,0.2482,0.2220
47593B,25,0.8322,0.3276,0.3937
47594A,20,2.0769,0.3962,0.1908
47594B,24,2.1122,0.4999,0.2367
47597,8,2.1958,0.2958,0.1347
47598,7,0.6590,0.0818,0.1242
47599A,24,1.9689,0.2328,0.1182
47599B,24,1.9763,0.1702,0.0861
48103,7,6.9006,0.9714,0.1408
48111,25,7.1806,1.2828,0.1787
48116,25,7.2018,1.7908,0.2487
48129,25,7.1547,1.0869,0.1519
48138,25,7.1142,0.9620,0.1352
48173A,1,6.7500,0.0000,
48173C,25,6.9158,1.4452,0.2090
48175,1,4.0523,0.0000,
48179,1,6.3079,0.0000,
48184,25,7.0296,0.8777,0.1249
48185,25,7.4408,1.3444,0.1807
48187,25,7.0423,1.4376,0.2041
48188,25,6.9540,1.3617,0.1958
48189,17,11.0125,5.0274,0.4565
48194,25,7.0472,1.2772,0.1812
48195,8,8.1925,2.7900,0.3406
48197,8,7.2560,1.3736,0.1893
51008,18,3.3866,0.1333,0.0394
51012C,3,1.2500,0.0000,0.0000
51012L,1,1.2500,0.0000,
51014A,25,0.7820,0.2140,0.2737
51014C,25,0.7680,0.2008,0.2615
51014L,24,0.7431,0.2046,0.2753
51020A,17,0.8654,0.4742,0.5479
51020B,16,0.8066,0.4615,0.5722
62018,25,1.5206,0.3108,0.2044
62043B,5,1.3220,0.4491,0.3397
62074B,11,0.4200,0.0000,0.0000
62086A,12,1.9500,0.0000,0.0000
62094B,14,3.5688,1.1873,0.3327
62095B,7,1.5158,0.3284,0.2167
62096A,14,1.6970,0.3524,0.2077
62096B,13,2.3134,1.9796,0.8557
62097A,3,2.9500,0.0000,0.0000
62097B,3,1.5367,1.2240,0.7965
70006,23,1.8180,0.7483,0.4116
70007,19,1.5372,0.4425,0.2879
71028B,2,0.4546,0.0665,0.1462
71038,23,5.3009,0.2573,0.0485
71050,6,0.3500,0.0000,0.0000
71053,25,4.1300,0.5947,0.1440
71101A,1,0.8500,0.0000,
71101E,20,0.8214,0.0515,0.0627
71143,19,1.8717,0.7137,0.3813
71215,8,0.4070,0.0368,0.0903
71270,24,1.5502,0.3521,0.2271
71279,23,3.4484,0.6940,0.2013
71403,23,4.2532,1.1783,0.2770
71406C,18,0.4536,0.1026,0.2262
71434B,2,2.5500,0.0000,0.0000
71459,25,0.8184,0.0565,0.0690
71477,24,3.1095,0.4671,0.1502
71495A,12,0.5848,0.2222,0.3799
71495B,14,0.4946,0.1858,0.3758
71496A,13,0.9555,0.4344,0.4547
71496B,5,0.6020,0.0657,0.1092
71510,12,0.7784,0.1319,0.1695
72008,12,0.4076,0.0200,0.0490
72023F,7,1.3240,0.3464,0.2616
72024U,9,0.2100,0.0000,0.0000
72038P,7,0.1394,0.0667,0.4780
72045D,3,1.8190,0.2234,0.1228
72051S,16,0.6516,0.1544,0.2369
72083A,2,2.1000,0.0000,0.0000
72084B,1,1.9500,0.0000,
72122,25,1.0255,0.1217,0.1187
72127,21,1.2597,0.1053,0.0836
72128,23,0.8842,0.2923,0.3306
72129,9,0.6874,0.1122,0.1633
72130,21,0.6691,0.2989,0.4467
72131,18,1.7763,0.4314,0.2429
72132,14,1.7145,0.5026,0.2932
72133,17,1.2522,0.2755,0.2200
72134,17,0.9352,0.4565,0.4881
72140E,14,0.9399,0.3218,0.3423
72140F,7,0.4138,0.0165,0.0399
72225C,20,0.2629,0.0351,0.1334
72225D,5,0.2666,0.0347,0.1302
72232,25,0.1900,0.0000,0.0000
72267,4,2.1567,0.2052,0.0952
72349B,25,2.4000,0.4747,0.1978
72351A,25,2.0820,0.1678,0.0806
72351B,25,1.9881,0.1438,0.0723
72369A,13,1.8238,0.6453,0.3538
72484,4,0.7245,0.3573,0.4932
72487,1,0.4293,0.0000,
72529W,6,2.4449,0.9124,0.3732
72586,24,0.6252,0.1835,0.2934
72598,25,1.0595,0.2917,0.2753
72606A,8,0.4200,0.0000,0.0000
72708,3,0.2100,0.0000,0.0000
72709,11,0.8500,0.0000,0.0000
72715,6,0.4200,0.0000,0.0000
72724,1,1.2500,0.0000,
72728,9,0.8325,0.0352,0.0423
72739B,2,1.0402,0.5381,0.5174
72739C,2,1.2227,0.7479,0.6117
72740A,2,1.8267,0.8156,0.4465
72740B,1,5.0600,0.0000,
72741,25,1.4063,0.0733,0.0521
72750A,5,2.0071,0.1130,0.0563
72750B,11,2.2649,0.4228,0.1867
72750C,3,2.0720,0.0619,0.0299
72750D,2,2.0468,0.1369,0.0669
72751A,1,5.9500,0.0000,
72751B,1,5.9500,0.0000,
72751C,1,5.9500,0.0000,
72752A,1,4.2500,0.0000,
72752B,1,4.2500,0.0000,
72753A,2,2.2040,0.0409,0.0186
72753B,4,3.5936,2.9045,0.8082
72753C,2,2.7711,0.7056,0.2546
72753D,2,2.1000,0.0000,0.0000
72754A,3,1.0045,0.5938,0.5911
72754B,2,0.7880,0.1951,0.2476
72754D,1,1.6900,0.0000,
72755C,4,1.3667,0.1947,0.1424
72755D,4,1.3277,0.0732,0.0551
72756,3,1.4455,0.0771,0.0533
72760B,23,10.1108,1.1476,0.1135
72771B,1,0.4863,0.0000,
72771C,1,0.7793,0.0000,
72772,2,1.4778,0.2672,0.1808
72779,6,1.6900,0.0000,0.0000
72780,23,0.8394,0.0286,0.0341
72781,8,2.0370,0.1204,0.0591
72783,8,2.1000,0.0000,0.0000
72785A,3,2.1000,0.0000,0.0000
72785B,2,1.3000,1.1314,0.8703
72789,8,3.7729,0.0648,0.0172
72793,6,5.5540,0.6153,0.1108
72796A,4,1.6500,0.0000,0.0000
72796B,6,1.6500,0.0000,0.0000
72796C,1,1.6500,0.0000,
72798C,10,2.1220,0.7110,0.3351
72799A,7,2.4905,0.7852,0.3153
72799B,2,1.3594,0.1547,0.1138
72799C,16,2.7029,1.0083,0.3730
72799D,9,3.1535,0.7720,0.2448
72799E,24,2.8350,0.6644,0.2343
72799F,21,2.9518,0.8840,0.2995
72800A,6,1.9785,0.8494,0.4293
72800B,23,2.4432,0.9831,0.4024
72800C,22,2.5041,0.9572,0.3823
72800D,23,2.5944,0.9150,0.3527
72800E,25,2.1986,0.6532,0.2971
72800F,12,2.3735,0.5579,0.2351
72801C,23,1.6493,0.5273,0.3197
72801D,25,1.8796,0.5321,0.2831
72801E,9,1.4151,0.5694,0.4024
72801F,2,1.2500,0.0000,0.0000
72801G,18,1.2973,0.4437,0.3420
72802A,25,4.3139,0.3936,0.0912
72802B,24,3.9929,0.9270,0.2322
72802C,24,4.0167,0.9241,0.2301
72803A,22,4.1313,0.8107,0.1962
72803B,12,4.7606,1.2537,0.2634
72805,3,1.6900,0.0000,0.0000
72807A,24,4.7243,0.5633,0.1192
72807B,24,4.6532,0.5428,0.1167
72807C,24,4.6745,0.8736,0.1869
72811,14,1.3250,0.4061,0.3065
72812,16,3.1197,0.9540,0.3058
72814,7,3.8926,0.5232,0.1344
72815,8,4.3779,1.6549,0.3780
72816,14,1.8277,0.6140,0.3359
72817,16,1.3330,0.2399,0.1800
72818,12,0.9666,0.4299,0.4448
72819,24,2.7635,0.7467,0.2702
72821,7,1.6500,0.0000,0.0000
75011,11,1.6082,1.3758,0.8555
75013B,13,1.7391,0.3254,0.1871
75049L,22,1.0958,0.3585,0.3271
75131,17,1.5313,0.2525,0.1649
75149N,6,1.2500,0.0000,0.0000
75172,7,2.9043,1.4443,0.4973
75178,15,1.4052,0.6932,0.4933
77079,5,2.1200,0.0000,0.0000
77081,9,1.6253,0.5621,0.3459
77101A,16,1.3475,0.2819,0.2092
78026,2,19.9750,14.1068,0.7062
78027,5,18.0300,8.3829,0.4649
78033,11,5.3760,0.8001,0.1488
78034B,8,1.9500,0.0000,0.0000
78056,1,9.9500,0.0000,
78124,16,1.9444,1.0733,0.5520
79000,22,0.8194,0.0835,0.1019
79026B,11,1.2882,0.6185,0.4801
79029,9,1.9274,0.1632,0.0847
79030A,4,5.4226,4.9067,0.9049
79030D,20,2.3189,3.5896,1.5480
79030G,19,2.1705,1.3333,0.6143
79051A,20,0.5687,0.3356,0.5901
79062D,3,0.4100,0.2078,0.5069
79063C,8,0.1888,0.0035,0.0187
79063D,6,0.1887,0.0031,0.0165
79065A,1,9.9500,0.0000,
79066K,25,0.9373,0.1402,0.1495
79067,13,4.0202,0.4059,0.1010
79070B,1,11.2600,0.0000,
79071B,16,3.0091,0.1414,0.0470
79072,4,10.8332,0.7923,0.0731
79140,2,0.4200,0.0000,0.0000
79144B,24,0.6075,0.1702,0.2802
79144C,24,0.6845,0.1732,0.2531
79149B,10,0.4200,0.0000,0.0000
79151B,2,0.4200,0.0000,0.0000
79157B,3,0.8500,0.0000,0.0000
79157V,2,0.8500,0.0000,0.0000
79160,24,2.1867,0.2858,0.1307
79161A,8,2.9500,0.0000,0.0000
79163,20,1.4925,1.0755,0.7206
79164,20,1.6914,1.4638,0.8655
79172D,4,0.8500,0.0000,0.0000
79190A,25,0.4813,0.0855,0.1776
79190B,25,0.4661,0.0700,0.1501
79190D,25,0.4845,0.0995,0.2055
79191B,24,0.8842,0.0794,0.0897
79191C,25,0.8385,0.1034,0.1233
79191D,20,1.1626,0.2569,0.2210
79192A,13,1.4298,0.3743,0.2618
79301,1,2.9500,0.0000,
79302M,24,3.2550,0.8931,0.2744
79303A,1,2.9500,0.0000,
79303B,6,4.5750,1.5346,0.3354
79303D,6,3.9776,1.1183,0.2811
79308B,1,0.8500,0.0000,
79315W,7,4.2371,1.6059,0.3790
79320,10,4.8062,0.1174,0.0244
79321,25,5.3229,1.2659,0.2378
79323B,7,6.4007,0.5244,0.0819
79323G,5,6.5107,0.7242,0.1112
79323GR,5,6.1138,0.3583,0.0586
79323LP,7,5.9946,0.4035,0.0673
79323P,7,6.0585,0.4371,0.0721
79323S,6,6.6373,0.9755,0.1470
79323W,9,6.0678,0.4634,0.0764
79328,5,0.4698,0.0736,0.1566
79329,5,1.1554,0.6777,0.5866
79331,8,1.4912,0.4490,0.3011
79336,12,1.1563,1.1933,1.0320
79337,16,0.8317,0.8624,1.0370
79338,4,0.8082,0.5808,0.7186
79341,5,6.5299,0.8110,0.1242
79342B,5,7.5819,1.2083,0.1594
79403,19,1.0117,0.2775,0.2743
79406,17,0.3476,0.2389,0.6874
79413,4,1.2500,0.0000,0.0000
79532,5,1.2500,0.0000,0.0000
79534,9,0.5500,0.0000,0.0000
81950B,14,0.9367,0.3678,0.3927
81950V,8,0.7800,0.1980,0.2538
81952B,7,0.9401,0.4592,0.4884
81952V,16,0.8022,0.5042,0.6285
81953B,4,0.6850,0.3300,0.4818
81953P,4,0.6850,0.3300,0.4818
81985A,6,2.5500,0.0000,0.0000
82001S,25,3.8527,0.7575,0.1966
82011A,18,4.2354,1.0271,0.2425
82011B,21,4.1641,1.0620,0.2550
82011C,19,4.5423,1.4948,0.3291
82011E,1,3.7500,0.0000,
82069,6,6.3120,0.6285,0.0996
82072,3,1.2500,0.0000,0.0000
82076,2,1.4770,0.2644,0.1790
82081,3,2.5674,0.2535,0.0987
82093,2,2.0086,0.0698,0.0348
82095,17,6.8061,1.2059,0.1772
82482,23,2.5037,0.2127,0.0849
82483,24,6.0132,0.5138,0.0854
82484,21,5.9896,0.6712,0.1121
82486,25,8.1506,0.6252,0.0767
82494L,25,3.0011,0.2630,0.0876
82545A,7,1.2500,0.0000,0.0000
82551,25,1.4477,0.1526,0.1054
82552,25,1.4210,0.1640,0.1154
82553,3,2.1721,0.5833,0.2685
82567,25,2.1275,0.2501,0.1176
82578,25,0.5834,0.0567,0.0973
82580,25,0.5776,0.0642,0.1112
82581,25,0.5680,0.0448,0.0788
82582,24,2.0303,0.0807,0.0398
82583,25,2.2811,0.5253,0.2303
82585,4,1.5046,0.2826,0.1878
82587,6,1.3018,0.1070,0.0822
82597,12,2.3093,0.6097,0.2640
82599,18,2.2065,0.1582,0.0717
82600,25,2.0389,0.1097,0.0538
82605,14,2.2719,0.2713,0.1194
82607A,11,1.4107,0.1351,0.0957
82607C,4,1.5903,0.2267,0.1426
82607E,7,1.2500,0.0000,0.0000
82613A,20,1.3553,0.1646,0.1214
82613B,25,1.5384,0.3997,0.2598
82613C,25,1.5652,0.4152,0.2653
82613D,25,1.4219,0.3142,0.2210
82615,13,3.1035,0.9015,0.2905
82616A,10,2.3717,0.7449,0.3141
82616B,21,2.0227,0.6720,0.3322
82616C,23,2.0793,0.6559,0.3154
84006,25,0.9991,0.2211,0.2213
84007,11,2.5806,0.0794,0.0308
84012,24,2.1339,0.9569,0.4484
84016,9,2.9287,3.8479,1.3139
84029C,2,3.7630,0.0185,0.0049
84029D,3,4.7547,1.5793,0.3322
84029E,25,4.6128,1.4539,0.3152
84029G,25,4.5257,0.9286,0.2052
84030B,3,5.3200,2.7193,0.5112
84030C,3,6.4557,1.4098,0.2184
84030E,21,4.6125,0.6290,0.1364
84031A,24,4.4020,0.9887,0.2246
84031B,23,4.4401,1.0413,0.2345
84032A,25,3.0544,0.6046,0.1979
84032B,25,2.9915,0.7586,0.2536
84033,13,1.9736,0.7952,0.4029
84050,24,1.5099,0.1651,0.1094
84051,20,0.8854,0.1829,0.2066
84077,25,0.2340,0.0342,0.1463
84078A,25,40.7640,4.0604,0.0996
84081,7,4.1156,0.2429,0.0590
84086B,10,2.9500,0.0000,0.0000
84086C,22,3.2875,0.4437,0.1350
84192,17,1.2333,0.0473,0.0384
84199,21,0.2189,0.0472,0.2155
84201B,6,0.1900,0.0000,0.0000
84201C,2,0.1900,0.0000,0.0000
84205C,1,0.1900,0.0000,
84206A,6,0.1900,0.0000,0.0000
84206B,2,0.1900,0.0000,0.0000
84206C,4,0.1900,0.0000,0.0000
84212,25,0.5247,0.0839,0.1599
84218,8,1.9377,0.0942,0.0486
