rank,stock_code,cum_product_share,revenue,revenue_share,cum_revenue_share,abc_class
496,21658,0.1050,9271.8900,0.0005,0.6288,A
497,85049A,0.1053,9234.9500,0.0005,0.6293,A
498,84692,0.1055,9229.9400,0.0005,0.6298,A
499,22767,0.1057,9229.4800,0.0005,0.6303,A
500,20970,0.1059,9226.0800,0.0005,0.6308,A
501,20747,0.1061,9224.9200,0.0005,0.6312,A
502,22357,0.1063,9214.9800,0.0005,0.6317,A
503,21243,0.1065,9214.1500,0.0005,0.6322,A
504,85049E,0.1067,9205.4600,0.0005,0.6327,A
505,22219,0.1069,9205.4400,0.0005,0.6332,A
506,22121,0.1072,9102.9700,0.0005,0.6337,A
507,22244,0.1074,9101.9600,0.0005,0.6341,A
508,21777,0.1076,9075.5100,0.0005,0.6346,A
509,21041,0.1078,9049.2900,0.0005,0.6351,A
510,72807C,0.1080,9001.1500,0.0005,0.6356,A
511,21745,0.1082,8998.4700,0.0005,0.6360,A
512,21933,0.1084,8989.6500,0.0005,0.6365,A
513,21715,0.1086,8972.2200,0.0005,0.6370,A
514,22942,0.1089,8971.2700,0.0005,0.6375,A
515,22195,0.1091,8943.2400,0.0005,0.6379,A
516,22072,0.1093,8934.7600,0.0005,0.6384,A
517,21985,0.1095,8931.8800,0.0005,0.6389,A
518,22741,0.1097,8884.2200,0.0005,0.6393,A
519,22839,0.1099,8853.8400,0.0005,0.6398,A
520,22989,0.1101,8799.3200,0.0005,0.6403,A
521,84839,0.1103,8747.0500,0.0005,0.6407,A
522,23319,0.1105,8699.4400,0.0005,0.6412,A
523,21042,0.1108,8687.0000,0.0005,0.6416,A
524,20974,0.1110,8678.7400,0.0005,0.6421,A
525,22371,0.1112,8650.7300,0.0005,0.6425,A
526,23322,0.1114,8648.6600,0.0005,0.6430,A
527,21980,0.1116,8613.2800,0.0005,0.6434,A
528,23318,0.1118,8547.6600,0.0004,0.6439,A
529,21381,0.1120,8538.2200,0.0004,0.6443,A
530,21186,0.1122,8532.1700,0.0004,0.6448,A
531,22895,0.1125,8530.1900,0.0004,0.6452,A
532,22215,0.1127,8527.8000,0.0004,0.6457,A
533,23078,0.1129,8501.2000,0.0004,0.6461,A
534,22141,0.1131,8499.8500,0.0004,0.6466,A
535,21135,0.1133,8496.2600,0.0004,0.6470,A
536,79323LP,0.1135,8481.1900,0.0004,0.6475,A
537,48189,0.1137,8470.2800,0.0004,0.6479,A
538,22283,0.1139,8469.6000,0.0004,0.6484,A
539,22073,0.1141,8457.8900,0.0004,0.6488,A
540,22354,0.1144,8447.1000,0.0004,0.6493,A
541,22212,0.1146,8443.7100,0.0004,0.6497,A
542,21932,0.1148,8405.5500,0.0004,0.6501,A
543,22329,0.1150,8397.5300,0.0004,0.6506,A
544,51008,0.1152,8378.8000,0.0004,0.6510,A
545,22689,0.1154,8366.7200,0.0004,0.6515,A
546,22078,0.1156,8365.9400,0.0004,0.6519,A
547,84032A,0.1158,8340.6000,0.0004,0.6523,A
548,22079,0.1161,8330.8800,0.0004,0.6528,A
549,22358,0.1163,8277.2600,0.0004,0.6532,A
550,21244,0.1165,8272.4900,0.0004,0.6536,A
551,22751,0.1167,8251.2900,0.0004,0.6541,A
552,22628,0.1169,8249.0000,0.0004,0.6545,A
553,85067,0.1171,8201.9900,0.0004,0.6549,A
554,23256,0.1173,8164.7500,0.0004,0.6554,A
555,23321,0.1175,8143.2100,0.0004,0.6558,A
556,21238,0.1177,8098.0400,0.0004,0.6562,A
557,22110,0.1180,8096.8400,0.0004,0.6567,A
558,84508A,0.1182,8091.4800,0.0004,0.6571,A
559,21934,0.1184,8085.8100,0.0004,0.6575,A
560,22055,0.1186,8063.8100,0.0004,0.6579,A
561,21874,0.1188,8054.8300,0.0004,0.6584,A
562,82551,0.1190,8014.4900,0.0004,0.6588,A
563,20675,0.1192,8010.6100,0.0004,0.6592,A
564,21769,0.1194,7954.8700,0.0004,0.6596,A
565,23082,0.1197,7921.2400,0.0004,0.6600,A
566,22353,0.1199,7917.8900,0.0004,0.6604,A
567,22796,0.1201,7901.0500,0.0004,0.6609,A
568,22504,0.1203,7895.1800,0.0004,0.6613,A
569,21116,0.1205,7883.4300,0.0004,0.6617,A
570,22275,0.1207,7875.3300,0.0004,0.6621,A
571,23439,0.1209,7852.2700,0.0004,0.6625,A
572,22350,0.1211,7834.9900,0.0004,0.6629,A
573,22738,0.1213,7807.0900,0.0004,0.6633,A
574,23534,0.1216,7775.6600,0.0004,0.6637,A
575,21875,0.1218,7775.2300,0.0004,0.6642,A
576,22890,0.1220,7742.2400,0.0004,0.6646,A
577,21976,0.1222,7735.1900,0.0004,0.6650,A
578,20717,0.1224,7731.6700,0.0004,0.6654,A
579,21110,0.1226,7729.3700,0.0004,0.6658,A
580,84568,0.1228,7727.3500,0.0004,0.6662,A
581,22588,0.1230,7701.6300,0.0004,0.6666,A
582,21411,0.1233,7683.5700,0.0004,0.6670,A
583,84968C,0.1235,7629.2500,0.0004,0.6674,A
584,21870,0.1237,7627.4900,0.0004,0.6678,A
585,22528,0.1239,7623.4100,0.0004,0.6682,A
586,21115,0.1241,7597.0700,0.0004,0.6686,A
587,22242,0.1243,7559.9100,0.0004,0.6690,A
588,23493,0.1245,7558.4800,0.0004,0.6694,A
589,22550,0.1247,7557.3400,0.0004,0.6698,A
590,22592,0.1249,7553.4400,0.0004,0.6702,A
591,23007,0.1252,7547.5700,0.0004,0.6706,A
592,22784,0.1254,7546.2700,0.0004,0.6710,A
593,85065,0.1256,7524.4400,0.0004,0.6714,A
594,22813,0.1258,7500.0200,0.0004,0.6718,A
595,85064,0.1260,7493.0600,0.0004,0.6722,A
596,22669,0.1262,7484.9100,0.0004,0.6726,A
597,72351A,0.1264,7481.5700,0.0004,0.6729,A
598,21746,0.1266,7468.3400,0.0004,0.6733,A
599,22360,0.1269,7442.5300,0.0004,0.6737,A
600,22493,0.1271,7433.2900,0.0004,0.6741,A
601,22991,0.1273,7431.6800,0.0004,0.6745,A
602,22224,0.1275,7422.2900,0.0004,0.6749,A
603,22489,0.1277,7367.8200,0.0004,0.6753,A
604,21463,0.1279,7363.9600,0.0004,0.6757,A
605,11001,0.1281,7363.4700,0.0004,0.6761,A
606,21737,0.1283,7362.6600,0.0004,0.6764,A
607,21361,0.1285,7361.7400,0.0004,0.6768,A
608,22809,0.1288,7341.8500,0.0004,0.6772,A
609,84032B,0.1290,7329.6100,0.0004,0.6776,A
610,22199,0.1292,7328.9000,0.0004,0.6780,A
611,82580,0.1294,7320.8800,0.0004,0.6784,A
612,22945,0.1296,7312.9000,0.0004,0.6788,A
613,21114,0.1298,7293.6400,0.0004,0.6791,A
614,23204,0.1300,7257.7300,0.0004,0.6795,A
615,22282,0.1302,7254.2300,0.0004,0.6799,A
616,21588,0.1305,7253.4000,0.0004,0.6803,A
617,21561,0.1307,7248.7900,0.0004,0.6807,A
618,22827,0.1309,7150.0000,0.0004,0.6810,A
619,22739,0.1311,7147.3800,0.0004,0.6814,A
620,23238,0.1313,7137.7400,0.0004,0.6818,A
621,22029,0.1315,7134.2800,0.0004,0.6822,A
622,22907,0.1317,7132.2700,0.0004,0.6825,A
623,21876,0.1319,7127.2900,0.0004,0.6829,A
624,22414,0.1321,7118.3500,0.0004,0.6833,A
625,21981,0.1324,7090.6600,0.0004,0.6837,A
626,85174,0.1326,7081.5000,0.0004,0.6840,A
627,21700,0.1328,7016.6100,0.0004,0.6844,A
628,37450,0.1330,7008.5000,0.0004,0.6848,A
629,21984,0.1332,7004.4400,0.0004,0.6851,A
630,22618,0.1334,6984.3500,0.0004,0.6855,A
631,21625,0.1336,6967.4300,0.0004,0.6859,A
632,22626,0.1338,6965.5500,0.0004,0.6862,A
633,23236,0.1341,6961.6500,0.0004,0.6866,A
634,10002,0.1343,6942.2600,0.0004,0.6870,A
635,22498,0.1345,6913.5500,0.0004,0.6873,A
636,22567,0.1347,6905.0600,0.0004,0.6877,A
637,22377,0.1349,6899.3900,0.0004,0.6881,A
638,22465,0.1351,6883.7500,0.0004,0.6884,A
639,22938,0.1353,6881.2700,0.0004,0.6888,A
640,85220,0.1355,6875.0000,0.0004,0.6891,A
641,22781,0.1357,6865.0800,0.0004,0.6895,A
642,47502,0.1360,6855.7500,0.0004,0.6899,A
643,22085,0.1362,6833.6800,0.0004,0.6902,A
644,22644,0.1364,6815.9500,0.0004,0.6906,A
645,21497,0.1366,6811.5000,0.0004,0.6909,A
646,22165,0.1368,6803.7200,0.0004,0.6913,A
647,23297,0.1370,6792.2300,0.0004,0.6917,A
648,21903,0.1372,6784.6500,0.0004,0.6920,A
649,21989,0.1374,6763.1400,0.0004,0.6924,A
650,37448,0.1377,6759.4800,0.0004,0.6927,A
651,22577,0.1379,6757.8900,0.0004,0.6931,A
652,23254,0.1381,6757.8700,0.0004,0.6934,A
653,21768,0.1383,6756.0900,0.0004,0.6938,A
654,35004B,0.1385,6755.1500,0.0004,0.6941,A
655,22378,0.1387,6752.9800,0.0004,0.6945,A
656,22430,0.1389,6751.4800,0.0004,0.6949,A
657,21992,0.1391,6744.8000,0.0004,0.6952,A
658,23080,0.1393,6737.7500,0.0004,0.6956,A
659,22431,0.1396,6733.9900,0.0004,0.6959,A
660,22810,0.1398,6717.3300,0.0004,0.6963,A
661,22798,0.1400,6714.5000,0.0004,0.6966,A
662,47559B,0.1402,6706.1400,0.0004,0.6970,A
663,23541,0.1404,6699.2100,0.0004,0.6973,A
664,22575,0.1406,6697.7600,0.0004,0.6977,A
665,37500,0.1408,6683.1500,0.0004,0.6980,A
666,84968A,0.1410,6676.1500,0.0004,0.6984,A
667,85014D,0.1413,6664.4500,0.0004,0.6987,A
668,85047,0.1415,6664.3300,0.0004,0.6991,A
669,23215,0.1417,6662.2200,0.0004,0.6994,A
670,85068,0.1419,6647.2400,0.0003,0.6998,A
671,23008,0.1421,6642.5500,0.0003,0.7001,A
672,47599B,0.1423,6637.3400,0.0003,0.7005,A
673,22220,0.1425,6634.6900,0.0003,0.7008,A
674,22746,0.1427,6634.0800,0.0003,0.7012,A
675,23083,0.1429,6629.0000,0.0003,0.7015,A
676,22432,0.1432,6623.6900,0.0003,0.7019,A
677,84509A,0.1434,6615.6300,0.0003,0.7022,A
678,85175,0.1436,6606.2600,0.0003,0.7026,A
679,22526,0.1438,6602.0400,0.0003,0.7029,A
680,23283,0.1440,6601.3300,0.0003,0.7033,A
681,22845,0.1442,6597.1200,0.0003,0.7036,A
682,22221,0.1444,6586.1800,0.0003,0.7040,A
683,22187,0.1446,6585.6600,0.0003,0.7043,A
684,23535,0.1449,6585.0500,0.0003,0.7046,A
685,84884A,0.1451,6581.6400,0.0003,0.7050,A
686,84520B,0.1453,6579.0200,0.0003,0.7053,A
687,20973,0.1455,6566.5500,0.0003,0.7057,A
688,22779,0.1457,6550.6000,0.0003,0.7060,A
689,22661,0.1459,6533.3900,0.0003,0.7064,A
690,23320,0.1461,6532.2300,0.0003,0.7067,A
691,22563,0.1463,6528.8800,0.0003,0.7071,A
692,23293,0.1465,6524.8100,0.0003,0.7074,A
693,16156S,0.1468,6516.6200,0.0003,0.7077,A
694,22332,0.1470,6507.3500,0.0003,0.7081,A
695,21240,0.1472,6504.4300,0.0003,0.7084,A
696,23103,0.1474,6503.0600,0.0003,0.7088,A
697,23169,0.1476,6499.9000,0.0003,0.7091,A
698,15060B,0.1478,6486.7900,0.0003,0.7095,A
699,22148,0.1480,6456.8900,0.0003,0.7098,A
700,21201,0.1482,6451.8400,0.0003,0.7101,A
701,22364,0.1485,6443.4400,0.0003,0.7105,A
702,22059,0.1487,6439.5700,0.0003,0.7108,A
703,23134,0.1489,6431.1100,0.0003,0.7111,A
704,22080,0.1491,6411.8100,0.0003,0.7115,A
705,21239,0.1493,6401.3400,0.0003,0.7118,A
706,21500,0.1495,6390.5000,0.0003,0.7122,A
707,21563,0.1497,6389.2800,0.0003,0.7125,A
708,79067,0.1499,6380.2000,0.0003,0.7128,A
709,23582,0.1501,6354.1300,0.0003,0.7132,A
710,22898,0.1504,6348.3300,0.0003,0.7135,A
711,21592,0.1506,6333.6700,0.0003,0.7138,A
712,22311,0.1508,6318.3300,0.0003,0.7142,A
713,22783,0.1510,6316.3000,0.0003,0.7145,A
714,85062,0.1512,6313.8400,0.0003,0.7148,A
715,22582,0.1514,6299.4100,0.0003,0.7152,A
716,23247,0.1516,6290.9400,0.0003,0.7155,A
717,22979,0.1518,6288.2600,0.0003,0.7158,A
718,22849,0.1521,6287.7300,0.0003,0.7161,A
719,22826,0.1523,6210.0000,0.0003,0.7165,A
720,23109,0.1525,6188.4600,0.0003,0.7168,A
721,22063,0.1527,6186.4800,0.0003,0.7171,A
722,22142,0.1529,6182.9500,0.0003,0.7174,A
723,21078,0.1531,6181.2500,0.0003,0.7178,A
724,22460,0.1533,6177.1300,0.0003,0.7181,A
725,21494,0.1535,6160.1300,0.0003,0.7184,A
726,23229,0.1537,6136.2300,0.0003,0.7187,A
727,22848,0.1540,6128.6000,0.0003,0.7191,A
728,21667,0.1542,6126.2500,0.0003,0.7194,A
729,21714,0.1544,6125.8500,0.0003,0.7197,A
730,22222,0.1546,6111.1000,0.0003,0.7200,A
731,22780,0.1548,6091.0900,0.0003,0.7203,A
732,23307,0.1550,6063.0400,0.0003,0.7207,A
733,72802C,0.1552,6055.8500,0.0003,0.7210,A
734,22435,0.1554,6025.4700,0.0003,0.7213,A
735,22065,0.1557,6024.9100,0.0003,0.7216,A
736,20751,0.1559,6021.1600,0.0003,0.7219,A
737,21586,0.1561,6018.7500,0.0003,0.7222,A
738,21499,0.1563,6017.8400,0.0003,0.7226,A
739,21107,0.1565,6006.9800,0.0003,0.7229,A
740,23172,0.1567,6004.5500,0.0003,0.7232,A
741,22906,0.1569,5999.1400,0.0003,0.7235,A
742,21584,0.1571,5997.4500,0.0003,0.7238,A
743,23571,0.1573,5994.6100,0.0003,0.7241,A
744,22167,0.1576,5993.3200,0.0003,0.7245,A
745,22596,0.1578,5991.4300,0.0003,0.7248,A
746,22185,0.1580,5988.5100,0.0003,0.7251,A
747,22855,0.1582,5979.2400,0.0003,0.7254,A
748,22331,0.1584,5973.6600,0.0003,0.7257,A
749,21918,0.1586,5967.1400,0.0003,0.7260,A
750,84832,0.1588,5962.1900,0.0003,0.7263,A
751,22361,0.1590,5960.7700,0.0003,0.7267,A
752,23188,0.1593,5957.9800,0.0003,0.7270,A
753,85178,0.1595,5948.9100,0.0003,0.7273,A
754,22196,0.1597,5946.7100,0.0003,0.7276,A
755,22841,0.1599,5931.3000,0.0003,0.7279,A
756,21591,0.1601,5926.8300,0.0003,0.7282,A
757,22491,0.1603,5922.8700,0.0003,0.7285,A
758,22045,0.1605,5918.6400,0.0003,0.7288,A
759,23296,0.1607,5910.0200,0.0003,0.7291,A
760,48197,0.1609,5905.6400,0.0003,0.7295,A
761,23382,0.1612,5889.3800,0.0003,0.7298,A
762,21407,0.1614,5883.3300,0.0003,0.7301,A
763,85132C,0.1616,5865.0400,0.0003,0.7304,A
764,22241,0.1618,5862.4200,0.0003,0.7307,A
765,22578,0.1620,5835.0000,0.0003,0.7310,A
766,22772,0.1622,5834.2700,0.0003,0.7313,A
767,23052,0.1624,5816.5600,0.0003,0.7316,A
768,21988,0.1626,5806.5700,0.0003,0.7319,A
769,23113,0.1629,5806.4300,0.0003,0.7322,A
770,21832,0.1631,5805.4700,0.0003,0.7325,A
771,23311,0.1633,5784.1700,0.0003,0.7328,A
772,23192,0.1635,5773.4500,0.0003,0.7331,A
773,22660,0.1637,5752.1100,0.0003,0.7334,A
774,23480,0.1639,5744.9800,0.0003,0.7337,A
775,22971,0.1641,5737.9300,0.0003,0.7340,A
776,84968B,0.1643,5732.3900,0.0003,0.7343,A
777,22200,0.1645,5722.8800,0.0003,0.7346,A
778,37495,0.1648,5717.6000,0.0003,0.7349,A
779,22278,0.1650,5713.1400,0.0003,0.7352,A
780,21313,0.1652,5712.1700,0.0003,0.7355,A
781,22737,0.1654,5711.8200,0.0003,0.7358,A
782,22951,0.1656,5699.6200,0.0003,0.7361,A
783,22060,0.1658,5691.4100,0.0003,0.7364,A
784,22341,0.1660,5682.4400,0.0003,0.7367,A
785,21577,0.1662,5678.2200,0.0003,0.7370,A
786,21528,0.1665,5666.8600,0.0003,0.7373,A
787,22070,0.1667,5652.9400,0.0003,0.7376,A
788,22687,0.1669,5651.6300,0.0003,0.7379,A
789,21452,0.1671,5644.1000,0.0003,0.7382,A
790,22115,0.1673,5627.4300,0.0003,0.7385,A
791,22854,0.1675,5624.5000,0.0003,0.7388,A
792,22441,0.1677,5597.5500,0.0003,0.7391,A
793,23485,0.1679,5585.7200,0.0003,0.7394,A
794,22335,0.1681,5583.3700,0.0003,0.7397,A
795,21703,0.1684,5581.0900,0.0003,0.7400,A
796,21207,0.1686,5574.3600,0.0003,0.7403,A
797,22899,0.1688,5549.7900,0.0003,0.7406,A
798,85038,0.1690,5548.3300,0.0003,0.7409,A
799,23154,0.1692,5543.9500,0.0003,0.7412,A
800,22964,0.1694,5538.3900,0.0003,0.7415,A
801,40016,0.1696,5487.3100,0.0003,0.7417,A
802,82599,0.1698,5479.4400,0.0003,0.7420,A
803,21112,0.1701,5478.4700,0.0003,0.7423,A
804,22168,0.1703,5475.9300,0.0003,0.7426,A
805,79029,0.1705,5473.8200,0.0003,0.7429,A
806,22534,0.1707,5468.1700,0.0003,0.7432,A
807,84971S,0.1709,5460.0600,0.0003,0.7435,A
808,72756,0.1711,5459.4800,0.0003,0.7438,A
809,21900,0.1713,5455.5900,0.0003,0.7440,A
810,21730,0.1715,5454.8500,0.0003,0.7443,A
811,22156,0.1717,5453.4800,0.0003,0.7446,A
812,84968D,0.1720,5443.6200,0.0003,0.7449,A
813,23205,0.1722,5438.2900,0.0003,0.7452,A
814,23312,0.1724,5437.2100,0.0003,0.7455,A
815,21432,0.1726,5435.9100,0.0003,0.7458,A
816,23118,0.1728,5430.6800,0.0003,0.7460,A
817,85063,0.1730,5426.7400,0.0003,0.7463,A
818,20983,0.1732,5411.8400,0.0003,0.7466,A
819,21069,0.1734,5404.3600,0.0003,0.7469,A
820,23133,0.1737,5396.8900,0.0003,0.7472,A
821,22437,0.1739,5396.8400,0.0003,0.7475,A
822,84937,0.1741,5394.5400,0.0003,0.7477,A
823,22443,0.1743,5393.4300,0.0003,0.7480,A
824,85061W,0.1745,5385.2600,0.0003,0.7483,A
825,16161P,0.1747,5372.4000,0.0003,0.7486,A
826,21491,0.1749,5367.0100,0.0003,0.7489,A
827,22218,0.1751,5365.6600,0.0003,0.7492,A
828,22670,0.1753,5350.9700,0.0003,0.7494,A
829,23135,0.1756,5350.6700,0.0003,0.7497,A
830,22653,0.1758,5348.7700,0.0003,0.7500,A
831,22203,0.1760,5343.4600,0.0003,0.7503,A
832,35832,0.1762,5341.8500,0.0003,0.7506,A
833,20978,0.1764,5331.7700,0.0003,0.7508,A
834,22602,0.1766,5300.2700,0.0003,0.7511,A
835,22186,0.1768,5300.2600,0.0003,0.7514,A
836,21363,0.1770,5296.4800,0.0003,0.7517,A
837,22842,0.1773,5295.2900,0.0003,0.7520,A
838,85132A,0.1775,5287.2000,0.0003,0.7522,A
839,37446,0.1777,5285.8500,0.0003,0.7525,A
840,22763,0.1779,5271.2100,0.0003,0.7528,A
841,22119,0.1781,5268.4400,0.0003,0.7531,A
842,23126,0.1783,5267.8500,0.0003,0.7533,A
843,22483,0.1785,5262.3900,0.0003,0.7536,A
844,21718,0.1787,5220.4600,0.0003,0.7539,A
845,22117,0.1789,5192.9800,0.0003,0.7542,A
846,21587,0.1792,5173.0500,0.0003,0.7544,A
847,22433,0.1794,5170.4500,0.0003,0.7547,A
848,22030,0.1796,5153.6100,0.0003,0.7550,A
849,22896,0.1798,5152.0500,0.0003,0.7553,A
850,23158,0.1800,5148.3800,0.0003,0.7555,A
851,22564,0.1802,5142.8500,0.0003,0.7558,A
852,22894,0.1804,5140.8800,0.0003,0.7561,A
853,22412,0.1806,5140.8200,0.0003,0.7563,A
854,23157,0.1809,5138.9300,0.0003,0.7566,A
855,21713,0.1811,5135.0100,0.0003,0.7569,A
856,22998,0.1813,5119.9100,0.0003,0.7571,A
857,21872,0.1815,5100.5100,0.0003,0.7574,A
858,22691,0.1817,5100.3100,0.0003,0.7577,A
859,22175,0.1819,5100.1900,0.0003,0.7579,A
860,22801,0.1821,5090.9600,0.0003,0.7582,A
861,23526,0.1823,5082.2100,0.0003,0.7585,A
862,22426,0.1825,5081.3900,0.0003,0.7587,A
863,23132,0.1828,5073.4300,0.0003,0.7590,A
864,20977,0.1830,5069.9900,0.0003,0.7593,A
865,22775,0.1832,5065.5600,0.0003,0.7595,A
866,22610,0.1834,5059.6600,0.0003,0.7598,A
867,21578,0.1836,5057.9000,0.0003,0.7601,A
868,21495,0.1838,5056.3000,0.0003,0.7603,A
869,21471,0.1840,5052.8600,0.0003,0.7606,A
870,22374,0.1842,5037.0500,0.0003,0.7609,A
871,84796B,0.1845,5016.9100,0.0003,0.7611,A
872,22957,0.1847,5014.6500,0.0003,0.7614,A
873,21071,0.1849,4998.3200,0.0003,0.7617,A
874,47568,0.1851,4983.0200,0.0003,0.7619,A
875,46000S,0.1853,4982.2000,0.0003,0.7622,A
876,21706,0.1855,4976.6500,0.0003,0.7625,A
877,22318,0.1857,4972.2900,0.0003,0.7627,A
878,21993,0.1859,4965.9300,0.0003,0.7630,A
879,22472,0.1861,4963.7200,0.0003,0.7632,A
880,22571,0.1864,4950.2700,0.0003,0.7635,A
881,21544,0.1866,4949.7800,0.0003,0.7638,A
882,21896,0.1868,4939.8400,0.0003,0.7640,A
883,22583,0.1870,4938.3200,0.0003,0.7643,A
884,23162,0.1872,4929.8000,0.0003,0.7645,A
885,22732,0.1874,4919.1700,0.0003,0.7648,A
886,23397,0.1876,4908.1000,0.0003,0.7650,A
887,85049G,0.1878,4891.8300,0.0003,0.7653,A
888,85184C,0.1881,4877.1300,0.0003,0.7656,A
889,23295,0.1883,4872.2400,0.0003,0.7658,A
890,23553,0.1885,4871.2300,0.0003,0.7661,A
891,72807B,0.1887,4866.8100,0.0003,0.7663,A
892,22276,0.1889,4866.3200,0.0003,0.7666,A
893,22604,0.1891,4839.7300,0.0003,0.7668,A
894,21056,0.1893,4835.9700,0.0003,0.7671,A
895,84270,0.1895,4824.3000,0.0003,0.7673,A
896,23263,0.1898,4822.7800,0.0003,0.7676,A
897,84968E,0.1900,4819.1900,0.0003,0.7679,A
898,23583,0.1902,4807.5300,0.0003,0.7681,A
899,23165,0.1904,4805.3400,0.0003,0.7684,A
900,22956,0.1906,4795.9500,0.0003,0.7686,A
901,23310,0.1908,4787.0200,0.0003,0.7689,A
902,23010,0.1910,4785.5900,0.0003,0.7691,A
903,23556,0.1912,4774.5500,0.0003,0.7694,A
904,21986,0.1914,4770.2300,0.0003,0.7696,A
905,22027,0.1917,4762.8500,0.0003,0.7699,A
906,22128,0.1919,4759.5900,0.0003,0.7701,A
907,20681,0.1921,4757.1500,0.0002,0.7704,A
908,23531,0.1923,4756.5800,0.0002,0.7706,A
909,22688,0.1925,4740.2000,0.0002,0.7709,A
910,21249,0.1927,4735.4600,0.0002,0.7711,A
911,21534,0.1929,4724.0900,0.0002,0.7714,A
912,23286,0.1931,4718.5700,0.0002,0.7716,A
913,23198,0.1934,4717.5200,0.0002,0.7719,A
914,23159,0.1936,4713.5200,0.0002,0.7721,A
915,18098C,0.1938,4710.7400,0.0002,0.7724,A
916,23234,0.1940,4709.6500,0.0002,0.7726,A
917,22399,0.1942,4704.6000,0.0002,0.7728,A
918,72349B,0.1944,4698.3400,0.0002,0.7731,A
919,21916,0.1946,4697.0500,0.0002,0.7733,A
920,23554,0.1948,4693.0700,0.0002,0.7736,A
921,22509,0.1950,4691.9100,0.0002,0.7738,A
922,22434,0.1953,4684.5100,0.0002,0.7741,A
923,22305,0.1955,4680.9300,0.0002,0.7743,A
924,22672,0.1957,4652.0000,0.0002,0.7746,A
925,23314,0.1959,4650.6600,0.0002,0.7748,A
926,15044B,0.1961,4644.1300,0.0002,0.7751,A
927,22593,0.1963,4644.0100,0.0002,0.7753,A
928,23555,0.1965,4643.1100,0.0002,0.7755,A
929,23176,0.1967,4611.6800,0.0002,0.7758,A
930,22304,0.1970,4593.7000,0.0002,0.7760,A
931,23503,0.1972,4586.8800,0.0002,0.7763,A
932,20963,0.1974,4582.8800,0.0002,0.7765,A
933,82581,0.1976,4579.2500,0.0002,0.7768,A
934,23558,0.1978,4578.9100,0.0002,0.7770,A
935,21878,0.1980,4577.4800,0.0002,0.7772,A
936,21811,0.1982,4577.1800,0.0002,0.7775,A
937,20961,0.1984,4565.4700,0.0002,0.7777,A
938,22562,0.1986,4562.4200,0.0002,0.7780,A
939,23285,0.1989,4560.1500,0.0002,0.7782,A
940,21328,0.1991,4558.2900,0.0002,0.7784,A
941,15044D,0.1993,4553.7500,0.0002,0.7787,A
942,85184D,0.1995,4552.6900,0.0002,0.7789,A
943,22474,0.1997,4550.8400,0.0002,0.7792,A
944,21614,0.1999,4538.1700,0.0002,0.7794,A
945,23389,0.2001,4523.2700,0.0002,0.7796,A
946,22760,0.2003,4506.8900,0.0002,0.7799,A
947,37447,0.2006,4501.8000,0.0002,0.7801,A
948,22451,0.2008,4496.9900,0.0002,0.7803,A
949,23184,0.2010,4494.6400,0.0002,0.7806,A
950,51014A,0.2012,4480.3500,0.0002,0.7808,A
951,22107,0.2014,4469.1300,0.0002,0.7810,A
952,10135,0.2016,4469.0700,0.0002,0.7813,A
953,23177,0.2018,4461.2500,0.0002,0.7815,A
954,22800,0.2020,4447.9700,0.0002,0.7817,A
955,84279P,0.2022,4445.0900,0.0002,0.7820,A
956,22747,0.2025,4433.4400,0.0002,0.7822,A
957,23288,0.2027,4428.2200,0.0002,0.7824,A
958,79341,0.2029,4423.6900,0.0002,0.7827,A
959,22601,0.2031,4420.3100,0.0002,0.7829,A
960,22908,0.2033,4415.0000,0.0002,0.7831,A
961,22291,0.2035,4412.9300,0.0002,0.7834,A
962,22548,0.2037,4404.3100,0.0002,0.7836,A
963,22736,0.2039,4392.9400,0.0002,0.7838,A
964,21506,0.2042,4391.8800,0.0002,0.7841,A
965,21967,0.2044,4381.3900,0.0002,0.7843,A
966,22449,0.2046,4374.4500,0.0002,0.7845,A
967,23168,0.2048,4371.9700,0.0002,0.7848,A
968,22733,0.2050,4365.4900,0.0002,0.7850,A
969,22442,0.2052,4364.9700,0.0002,0.7852,A
970,23570,0.2054,4361.3700,0.0002,0.7854,A
971,79320,0.2056,4357.3800,0.0002,0.7857,A
972,23351,0.2058,4354.7200,0.0002,0.7859,A
973,23241,0.2061,4350.5900,0.0002,0.7861,A
974,84598,0.2063,4340.0600,0.0002,0.7864,A
975,22611,0.2065,4338.6300,0.0002,0.7866,A
976,22202,0.2067,4336.2500,0.0002,0.7868,A
977,21990,0.2069,4327.0900,0.0002,0.7870,A
978,22892,0.2071,4322.0600,0.0002,0.7873,A
979,22071,0.2073,4318.4200,0.0002,0.7875,A
980,22743,0.2075,4316.4700,0.0002,0.7877,A
981,23163,0.2078,4310.9800,0.0002,0.7880,A
982,22075,0.2080,4310.5600,0.0002,0.7882,A
983,21864,0.2082,4306.9500,0.0002,0.7884,A
984,20674,0.2084,4294.9700,0.0002,0.7886,A
985,21153,0.2086,4294.6900,0.0002,0.7889,A
986,22227,0.2088,4294.5200,0.0002,0.7891,A
987,22574,0.2090,4291.7400,0.0002,0.7893,A
988,47580,0.2092,4288.4000,0.0002,0.7895,A
989,72807A,0.2094,4288.3300,0.0002,0.7898,A
990,21537,0.2097,4287.7100,0.0002,0.7900,A
991,23494,0.2099,4276.6400,0.0002,0.7902,A
992,21913,0.2101,4276.2700,0.0002,0.7904,A
