stock_code,abc_class,revenue_share,cum_share,abc_source
21353,C,0.000012,0.995703,training_window
21354,B,0.000205,0.824965,training_window
21355,A,0.000312,0.747417,training_window
21356,B,0.000118,0.900703,training_window
21357,B,0.000137,0.882459,training_window
21358,B,0.000089,0.928791,training_window
21359,B,0.000129,0.890422,training_window
21360,B,0.000209,0.822074,training_window
21361,A,0.000547,0.627903,training_window
21363,A,0.000386,0.706444,training_window
21364,A,0.000252,0.793828,training_window
21365,C,0.000032,0.983113,training_window
21366,B,0.000069,0.949081,training_window
21367,C,0.000012,0.995739,training_window
21368,C,0.000009,0.997043,training_window
21369,C,0.000008,0.997464,training_window
21370,C,0.000012,0.995581,training_window
21371,C,0.000027,0.986930,training_window
21372,C,0.000016,0.994118,training_window
21373,C,0.000012,0.995751,training_window
21374,C,0.000038,0.979424,training_window
21375,C,0.000049,0.967779,training_window
21376,C,0.000058,0.959811,training_window
21377,C,0.000047,0.970200,training_window
21378,C,0.000046,0.971370,training_window
21379,C,0.000043,0.974844,training_window
21380,A,0.000843,0.497972,training_window
21381,A,0.000553,0.624608,training_window
21382,C,0.000064,0.953083,training_window
21383,B,0.000108,0.911014,training_window
21384,B,0.000136,0.883553,training_window
21385,A,0.000612,0.594382,training_window
21386,C,0.000044,0.973626,training_window
21387,C,0.000002,0.999838,training_window
21388,C,0.000022,0.990269,training_window
21389,B,0.000135,0.884770,training_window
21390,A,0.000831,0.502154,training_window
21391,B,0.000076,0.941110,training_window
21392,B,0.000111,0.908268,training_window
21393,B,0.000088,0.929145,training_window
21394,B,0.000071,0.946986,training_window
21395,C,0.000056,0.961120,training_window
21396,B,0.000091,0.926374,training_window
21397,B,0.000152,0.864967,training_window
21398,B,0.000168,0.852036,training_window
21399,B,0.000116,0.903165,training_window
21400,C,0.000009,0.996996,training_window
21401,C,0.000017,0.993041,training_window
21402,C,0.000016,0.993627,training_window
21403,C,0.000027,0.986849,training_window
21406,C,0.000001,0.999959,training_window
21407,A,0.000397,0.700589,training_window
21408,B,0.000167,0.852706,training_window
21409,C,0.000000,0.999988,training_window
21410,B,0.000110,0.909923,training_window
21411,A,0.000483,0.654608,training_window
21412,C,0.000021,0.990675,training_window
21413,B,0.000084,0.932322,training_window
21414,C,0.000066,0.952173,training_window
21415,C,0.000030,0.984763,training_window
21416,C,0.000045,0.972287,training_window
21417,C,0.000044,0.973802,training_window
21418,C,0.000033,0.982457,training_window
21419,C,0.000043,0.974326,training_window
21420,C,0.000018,0.992260,training_window
21421,B,0.000161,0.857469,training_window
21422,B,0.000141,0.877723,training_window
21424,B,0.000162,0.856499,training_window
21425,B,0.000085,0.931730,training_window
21426,B,0.000096,0.922284,training_window
21427,C,0.000064,0.953532,training_window
21428,A,0.000706,0.553867,training_window
21429,A,0.000662,0.568972,training_window
21430,A,0.000847,0.496285,training_window
21431,B,0.000189,0.836959,training_window
21432,A,0.000409,0.692127,training_window
21437,B,0.000177,0.847042,training_window
21438,B,0.000092,0.924914,training_window
21439,B,0.000173,0.849313,training_window
21440,C,0.000045,0.972648,training_window
21441,C,0.000041,0.976980,training_window
21442,C,0.000044,0.973889,training_window
21443,C,0.000055,0.962954,training_window
21444,C,0.000068,0.950243,training_window
21445,B,0.000142,0.877298,training_window
21446,B,0.000101,0.917070,training_window
21447,A,0.000244,0.798527,training_window
21448,B,0.000117,0.902699,training_window
21450,C,0.000006,0.998480,training_window
21452,A,0.000347,0.725425,training_window
21454,C,0.000055,0.962292,training_window
21455,C,0.000053,0.963926,training_window
21456,C,0.000057,0.960385,training_window
21457,C,0.000053,0.964562,training_window
21458,C,0.000062,0.955994,training_window
21459,C,0.000039,0.978538,training_window
21460,C,0.000019,0.992149,training_window
21461,C,0.000013,0.995380,training_window
21462,B,0.000141,0.878709,training_window
21463,A,0.000408,0.693760,training_window
21464,B,0.000132,0.887167,training_window
21465,B,0.000177,0.846865,training_window
21466,B,0.000223,0.812807,training_window
21467,B,0.000202,0.827407,training_window
21468,B,0.000156,0.861274,training_window
21469,B,0.000217,0.816751,training_window
21470,A,0.000259,0.787957,training_window
21471,A,0.000296,0.759565,training_window
21472,A,0.000306,0.752673,training_window
21473,B,0.000224,0.812584,training_window
21474,A,0.000315,0.745226,training_window
21475,C,0.000001,0.999908,training_window
21476,B,0.000146,0.872853,training_window
21477,A,0.000244,0.798772,training_window
21478,C,0.000064,0.953404,training_window
21479,A,0.001489,0.330392,training_window
21480,C,0.000068,0.950514,training_window
21481,A,0.001401,0.350594,training_window
21482,B,0.000173,0.849486,training_window
21484,A,0.000993,0.454900,training_window
21485,A,0.001906,0.254738,training_window
21486,A,0.000274,0.774628,training_window
21488,A,0.000736,0.540198,training_window
21489,C,0.000012,0.995870,training_window
21490,B,0.000091,0.925647,training_window
21491,A,0.000404,0.696599,training_window
21493,C,0.000019,0.992036,training_window
21494,A,0.000298,0.758083,training_window
21495,A,0.000264,0.784560,training_window
21496,C,0.000001,0.999948,training_window
21497,A,0.000347,0.724730,training_window
21498,A,0.000625,0.586350,training_window
21499,A,0.000329,0.736528,training_window
21500,A,0.000373,0.712149,training_window
21503,C,0.000042,0.976112,training_window
21504,B,0.000113,0.906588,training_window
21506,A,0.000257,0.790021,training_window
21507,B,0.000203,0.826597,training_window
21508,B,0.000171,0.849830,training_window
21509,B,0.000206,0.824143,training_window
21511,C,0.000001,0.999891,training_window
21518,C,0.000035,0.981398,training_window
21519,B,0.000181,0.844183,training_window
21520,C,0.000025,0.987980,training_window
21523,A,0.002403,0.202924,training_window
21524,A,0.002155,0.232333,training_window
21525,C,0.000001,0.999917,training_window
21527,A,0.001878,0.258508,training_window
21528,A,0.000362,0.718007,training_window
21529,B,0.000135,0.885040,training_window
21530,C,0.000066,0.951450,training_window
21531,A,0.000620,0.588837,training_window
21532,B,0.000107,0.912304,training_window
21533,A,0.001000,0.453907,training_window
21534,A,0.000285,0.767959,training_window
21535,A,0.001041,0.440613,training_window
21536,C,0.000036,0.981115,training_window
21537,A,0.000275,0.772983,training_window
21538,B,0.000145,0.873724,training_window
21539,A,0.000825,0.507113,training_window
21540,B,0.000180,0.845085,training_window
21541,B,0.000123,0.896228,training_window
21542,B,0.000120,0.899154,training_window
21543,C,0.000016,0.993659,training_window
21544,A,0.000292,0.762502,training_window
21545,B,0.000123,0.895858,training_window
21547,B,0.000139,0.880110,training_window
21548,B,0.000134,0.885709,training_window
21549,B,0.000096,0.922570,training_window
21550,B,0.000118,0.901529,training_window
21551,C,0.000062,0.956242,training_window
21552,C,0.000063,0.955117,training_window
21553,C,0.000044,0.974021,training_window
21554,C,0.000058,0.959638,training_window
21555,B,0.000074,0.944039,training_window
21556,A,0.000297,0.758677,training_window
21557,B,0.000187,0.838839,training_window
21558,A,0.000589,0.605186,training_window
21559,A,0.001171,0.406782,training_window
21560,C,0.000001,0.999897,training_window
21561,A,0.000417,0.686764,training_window
21562,C,0.000051,0.966018,training_window
21563,A,0.000404,0.695791,training_window
21564,A,0.000276,0.771881,training_window
21576,B,0.000100,0.917774,training_window
21577,A,0.000364,0.715832,training_window
21578,A,0.000315,0.744911,training_window
21579,B,0.000100,0.918275,training_window
21580,B,0.000080,0.936180,training_window
21581,B,0.000111,0.908157,training_window
21582,C,0.000015,0.994599,training_window
21584,A,0.000382,0.709513,training_window
21585,C,0.000000,0.999999,training_window
21586,A,0.000387,0.704899,training_window
21587,A,0.000380,0.710274,training_window
21588,A,0.000369,0.714002,training_window
21589,B,0.000194,0.832555,training_window
21590,A,0.000311,0.748665,training_window
21591,A,0.000321,0.742368,training_window
21592,A,0.000392,0.702949,training_window
21593,B,0.000123,0.896841,training_window
21594,C,0.000002,0.999841,training_window
21595,C,0.000006,0.998503,training_window
21596,C,0.000003,0.999456,training_window
21609,A,0.000293,0.761917,training_window
21610,B,0.000116,0.903281,training_window
21611,B,0.000164,0.855028,training_window
21612,B,0.000152,0.864359,training_window
21613,B,0.000128,0.891577,training_window
21614,A,0.000341,0.727823,training_window
21615,B,0.000102,0.915954,training_window
21616,B,0.000109,0.910361,training_window
21617,B,0.000117,0.902233,training_window
21618,B,0.000104,0.914718,training_window
21619,B,0.000070,0.947338,training_window
21620,B,0.000088,0.929408,training_window
21621,A,0.003925,0.085207,training_window
21622,A,0.001465,0.336277,training_window
21623,A,0.003043,0.129783,training_window
21624,A,0.000759,0.525228,training_window
21625,A,0.000432,0.677065,training_window
21626,B,0.000214,0.818689,training_window
21627,B,0.000236,0.805013,training_window
21628,B,0.000182,0.844001,training_window
21629,B,0.000108,0.911662,training_window
21630,B,0.000111,0.908379,training_window
21631,B,0.000110,0.910032,training_window
21632,B,0.000081,0.935375,training_window
21633,B,0.000098,0.920546,training_window
21634,B,0.000086,0.930792,training_window
21635,C,0.000040,0.977627,training_window
21636,C,0.000023,0.989445,training_window
21637,B,0.000128,0.892215,training_window
21638,B,0.000139,0.880665,training_window
21639,C,0.000017,0.993059,training_window
21640,B,0.000126,0.893612,training_window
21641,C,0.000046,0.972151,training_window
21642,B,0.000143,0.876018,training_window
21643,B,0.000127,0.892979,training_window
21644,B,0.000105,0.913045,training_window
21645,B,0.000124,0.895611,training_window
21647,B,0.000135,0.884501,training_window
21648,A,0.000255,0.791042,training_window
21649,B,0.000087,0.929583,training_window
21650,C,0.000050,0.967033,training_window
21651,B,0.000165,0.854205,training_window
21652,B,0.000131,0.887561,training_window
21653,B,0.000193,0.833716,training_window
21654,C,0.000049,0.969002,training_window
21655,B,0.000171,0.850001,training_window
21656,B,0.000121,0.898307,training_window
21657,B,0.000148,0.870210,training_window
21658,A,0.000639,0.578747,training_window
21659,B,0.000142,0.876588,training_window
21661,B,0.000114,0.905456,training_window
21662,B,0.000129,0.890679,training_window
21663,C,0.000037,0.980320,training_window
21664,B,0.000074,0.943743,training_window
21665,C,0.000048,0.969533,training_window
21666,B,0.000072,0.944840,training_window
21667,A,0.000461,0.665891,training_window
21668,A,0.000733,0.540932,training_window
21669,A,0.000764,0.522944,training_window
21670,A,0.000653,0.574232,training_window
21671,A,0.000693,0.560856,training_window
21672,A,0.000827,0.503811,training_window
21673,A,0.000772,0.519111,training_window
21674,C,0.000051,0.966275,training_window
21675,B,0.000099,0.919071,training_window
21676,C,0.000059,0.958940,training_window
21677,B,0.000112,0.907488,training_window
21678,C,0.000026,0.987358,training_window
21679,A,0.000258,0.789249,training_window
21680,B,0.000149,0.868277,training_window
21681,B,0.000168,0.851868,training_window
21682,B,0.000168,0.852539,training_window
21683,B,0.000164,0.855192,training_window
21684,B,0.000082,0.934482,training_window
21685,C,0.000003,0.999410,training_window
21686,B,0.000152,0.864663,training_window
21687,B,0.000141,0.878569,training_window
21688,B,0.000174,0.848793,training_window
21689,B,0.000081,0.935213,training_window
21690,B,0.000075,0.943222,training_window
21691,B,0.000072,0.944913,training_window
21692,B,0.000143,0.874587,training_window
21693,B,0.000154,0.863288,training_window
21694,B,0.000069,0.949562,training_window
21695,B,0.000108,0.911554,training_window
21696,B,0.000147,0.871684,training_window
21697,C,0.000022,0.989873,training_window
21698,C,0.000020,0.991372,training_window
21699,C,0.000006,0.998371,training_window
21700,A,0.000472,0.659378,training_window
21702,B,0.000069,0.948943,training_window
21703,A,0.000253,0.792818,training_window
21704,A,0.000825,0.506289,training_window
21705,B,0.000152,0.865270,training_window
21706,A,0.000301,0.754494,training_window
21707,A,0.000275,0.773533,training_window
21708,B,0.000126,0.893738,training_window
21709,B,0.000186,0.840142,training_window
21710,B,0.000142,0.876730,training_window
21711,B,0.000085,0.931305,training_window
21713,A,0.000332,0.734876,training_window
21714,A,0.000327,0.737512,training_window
21715,A,0.000584,0.606944,training_window
21716,A,0.000586,0.606360,training_window
21717,A,0.000304,0.753283,training_window
21718,A,0.000333,0.733879,training_window
21719,C,0.000049,0.968025,training_window
21720,B,0.000068,0.949971,training_window
21721,B,0.000071,0.946278,training_window
21722,C,0.000021,0.990946,training_window
21723,C,0.000052,0.965555,training_window
21724,C,0.000053,0.964615,training_window
21725,B,0.000072,0.945848,training_window
21726,C,0.000065,0.952238,training_window
21728,B,0.000209,0.822283,training_window
21729,C,0.000032,0.983337,training_window
21730,A,0.000347,0.725078,training_window
21731,A,0.002569,0.183014,training_window
21732,B,0.000242,0.800956,training_window
21733,A,0.002898,0.144650,training_window
21734,C,0.000040,0.977906,training_window
21735,A,0.000770,0.519881,training_window
21736,C,0.000030,0.985120,training_window
21737,A,0.000554,0.624055,training_window
21738,B,0.000098,0.920155,training_window
21739,C,0.000065,0.952565,training_window
21740,C,0.000052,0.964772,training_window
21741,B,0.000158,0.860334,training_window
21742,B,0.000131,0.888349,training_window
21743,A,0.000262,0.785876,training_window
21744,B,0.000099,0.919565,training_window
21745,A,0.000528,0.634874,training_window
21746,A,0.000453,0.669546,training_window
21747,B,0.000162,0.856661,training_window
21749,A,0.000773,0.518339,training_window
21750,C,0.000042,0.975440,training_window
